J, B, T, O, m, chi, E0, E1, E2, E3, E4, E5, p0, p1, p2, p3, p4, p5, boundary 
0.2, 0.0, 0.0, 1.5339569955467869e-06, 0.0, 2.0070558488803398e-14, -3.999999999998789, 6.047569137112697e-13, 1.4769817525722381e-12, 1.5408552122575567e-12, 2.0000000000015676, 2.000000000002659, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0 
0.2, 0.0, 0.5, 1.7660742858277567e-06, 0.0, 0.0018437928856023117, -3.99999999999816, 9.201908149701647e-13, 2.25898804125008e-12, 2.3359060873134466e-12, 2.000000000002537, 2.000000000003897, 0.998982360336997, 0.00033512124782751943, 0.00033512124782662214, 0.00033512124782657054, 6.137959759130991e-06, 6.1379597591142975e-06, 0 
0.2, 0.0, 1.0, 1.8982273118639537e-06, 0.0, 0.03723320232482034, -3.9999999999976863, 1.1749252370978997e-12, 2.7047111918408294e-12, 3.059513222278575e-12, 2.0000000000032956, 2.0000000000048006, 0.943481299038354, 0.017280462771479998, 0.01728046277145356, 0.01728046277144743, 0.0023386563236330268, 0.0023386563236295075, 0 
0.2, 0.0, 1.5, 7.689606064814614e-07, 0.0, 0.0762690993221292, -3.9999999999996523, 1.7723892141622454e-13, 4.3547799484598026e-13, 4.4976565330940425e-13, 2.0000000000004925, 2.000000000000747, 0.8031601902589646, 0.05580634190396112, 0.055806341903951506, 0.05580634190395097, 0.014710392014588817, 0.01471039201458632, 0 
0.2, 0.0, 2.0, 4.155841415738452e-08, 0.0, 0.09076054919804948, -3.9999999999999885, 5.992955677980487e-15, 1.324745471643935e-14, 1.5749963650417318e-14, 2.0000000000000173, 2.0000000000000244, 0.6641958640542511, 0.08988913538636903, 0.0898891353863687, 0.08988913538636858, 0.03306836489332137, 0.03306836489332125, 0 
0.2, 0.7142857142857143, 0.0, 1.089821148490932e-06, 1.433611320628814e-14, 2.0752115297990128e-12, -3.999999999999006, -0.7142857142845935, 9.520293543587008e-13, 0.7142857142865608, 2.000000000001522, 2.000000000002068, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0 
0.2, 0.7142857142857143, 0.5, 1.2016697008639893e-06, 0.0013169949182873656, 0.004050054873732873, -3.99999999999907, -0.7142857142846981, 9.866580957110454e-13, 0.7142857142864157, 2.000000000001332, 2.000000000002038, 0.9981753939794858, 0.00139724219742016, 0.00033485054077194543, 8.02472791491316e-05, 6.13300158647208e-06, 6.133001586463419e-06, 0 
0.2, 0.7142857142857143, 1.0, 6.156203704384002e-07, 0.026595144517728812, 0.045671913314973625, -3.9999999999995786, -0.7142857142852249, 3.4821648897389736e-13, 0.7142857142861215, 2.0000000000006404, 2.0000000000008664, 0.9348823910656227, 0.03497755082517358, 0.01712296827819557, 0.008382406307448428, 0.0023173417617804544, 0.0023173417617799305, 0 
0.2, 0.7142857142857143, 1.5, 8.381541029431772e-06, 0.054477928087235145, 0.08171944871922605, -3.999999999960565, -0.7142857142434268, 4.537161725156943e-11, 0.7142857143125085, 2.0000000000539875, 2.0000000000899885, 0.7929349459050186, 0.08870045264145968, 0.05509585663642809, 0.03422252455481629, 0.014523110131313396, 0.014523110130964835, 0 
0.2, 0.7142857142857143, 2.0, 7.565032011922802e-07, 0.06482896371289248, 0.09326773440443183, -3.999999999997983, -0.7142857142835539, 2.335905656494267e-12, 0.7142857142870748, 2.000000000002755, 2.0000000000046194, 0.6565874342880048, 0.127001478037603, 0.0888594463889538, 0.062172514324738984, 0.032689563480365204, 0.032689563480334735, 0 
0.2, 1.4285714285714286, 0.0, 1.0234987338491019e-05, 2.9645878997128754e-12, -6.6066020523459344e-15, -3.9999999999134506, -1.4285714284658493, 8.210733823067238e-11, 1.42857142859812, 2.0000000001360307, 2.000000000226003, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0 
0.2, 1.4285714285714286, 0.5, 9.526027202679823e-06, 0.005785792676761248, 0.01572428204512055, -3.9999999999222604, -1.4285714284765216, 7.272099133533192e-11, 1.4285714285975721, 2.000000000122994, 2.0000000002006377, 0.9938303065325518, 0.005804940303238113, 0.00033339292632191507, 1.9147629005747046e-05, 6.106304445956592e-06, 6.10630444500836e-06, 0 
0.2, 1.4285714285714286, 1.0, 4.459557293048249e-06, 0.06524559044996232, 0.07260205598338179, -3.999999999981908, -1.4285714285493094, 1.6425043567091602e-11, 1.4285714285785538, 2.000000000028819, 2.0000000000457283, 0.9057242562170729, 0.06922114193986724, 0.016588918409666916, 0.003975551490361703, 0.0022450659715335048, 0.002245065971495543, 0 
