J, B, T, O, m, chi, E0, E1, E2, p0, p1, p2 
0.22666666666666666, 0.9375, 0.0, -9.074568956937195e-06, 6.021363197275791e-12, 2.3731383614915746e-11, -1.999999999922258, 0.06250000010211111, 1.9375000001316125, 1.0, 0.0, 0.0
0.22666666666666666, 1.25, 0.0, -1.1474337539639918e-05, 1.722122839248198e-11, -7.886011502472368e-12, -1.9999999998644455, -0.24999999980232565, 2.250000000227135, 1.0, 0.0, 0.0
0.22666666666666666, 1.5625, 0.0, -1.3613492518525184e-06, 1.0926060082305616e-12, -1.0068041721130524e-11, -1.999999999994921, -0.5624999999916862, 2.5625000000087224, 1.0, 0.0, 0.0
0.22666666666666666, 1.875, 0.0, -4.095472929467812e-06, 1.0928702316775402e-11, 6.673940517307788e-12, -1.9999999999730145, -0.8749999999479399, 2.8750000000498614, 1.0, 0.0, 0.0
0.22666666666666666, 2.1875, 0.0, 4.5855347941295107e-07, 5.263818831547929e-12, 1.105721821715745e-10, -1.9999999999945934, -1.1874999999859526, 3.187500000011978, 1.0, 0.0, 0.0
0.22666666666666666, 2.5, 0.0, 8.828185252294283e-06, 8.003631617400947e-11, 0.41355366874223076, -1.9999999999846791, -1.4999999999043434, 3.5000000000670433, 1.0, 0.0, 0.0
0.22666666666666666, 2.8125, 0.0, 0.42526636712765004, 0.25847104296915807, 1.0528032616560101, -2.0245725708582336, -1.6334160028276687, 3.9039448892077786, 1.0, 0.0, 0.0
0.22666666666666666, 3.125, 0.0, 0.4567211538106127, 0.6580020386150427, 1.186446331223386, -2.167619629931965, -1.7783407840668028, 4.229646783389438, 1.0, 0.0, 0.0
0.22666666666666666, 3.4375, 0.0, 5.162151553491061e-06, 0.9999999999837743, 0.5471967380130984, -2.4374999999984293, -1.9999999999843758, 4.437500000009993, 1.0, 0.0, 0.0
0.22666666666666666, 3.75, 0.0, -1.1397778580770913e-05, 0.9999999998732292, 1.9870327605531202e-11, -2.749999999896916, -1.9999999997115245, 4.750000000225295, 1.0, 0.0, 0.0
0.22666666666666666, 4.0625, 0.0, -1.716271079059951e-06, 0.9999999999961933, 1.6771295463513525e-10, -3.062499999992201, -1.9999999999844558, 5.062500000013321, 1.0, 0.0, 0.0
0.22666666666666666, 4.375, 0.0, -7.022076021503706e-06, 0.9999999999780498, 4.401812248033821e-13, -3.3749999999169713, -1.9999999998602842, 5.3750000001261995, 1.0, 0.0, 0.0
0.22666666666666666, 4.6875, 0.0, -4.000602174853302e-06, 0.9999999999964684, 3.3658587028639883e-11, -3.6874999999788294, -1.9999999999678508, 5.687500000030024, 1.0, 0.0, 0.0
0.22666666666666666, 5.0, 0.0, -2.6978696674834265e-06, 0.9999999999990864, 8.377654125979461e-12, -3.9999999999920828, -1.9999999999887754, 6.000000000010713, 1.0, 0.0, 0.0
0.3533333333333333, 0.0, 0.0, -3.986333797818336e-06, 0.0, 3.2874206167426187e-12, -1.999999999977049, 0.9999956630214948, 1.0000043370620253, 1.0, 0.0, 0.0
0.3533333333333333, 0.3125, 0.0, -4.315442344714294e-06, 1.0273189427320683e-12, 5.457397207329662e-12, -1.9999999999736675, 0.6875000000143051, 1.3125000000822569, 1.0, 0.0, 0.0
0.3533333333333333, 0.625, 0.0, -5.293574476174855e-06, 3.4108732545810388e-12, 1.9044041300062413e-11, -1.9999999999598894, 0.37500000005082806, 1.6250000000998688, 1.0, 0.0, 0.0
0.3533333333333333, 0.9375, 0.0, -7.591323951476937e-06, 1.2929844755271076e-11, -4.7841068152489745e-12, -1.9999999999129843, 0.06250000013934381, 1.9375000002026972, 1.0, 0.0, 0.0
0.3533333333333333, 1.25, 0.0, -4.983042167649902e-07, 4.208064950504296e-13, -1.2687305263862523e-11, -1.9999999999983222, -0.24999999999680578, 2.250000000003917, 1.0, 0.0, 0.0
0.3533333333333333, 1.5625, 0.0, -1.82103149041355e-06, 5.000278965356999e-12, 2.655253718042731e-12, -1.9999999999888503, -0.562499999974047, 2.5625000000278266, 1.0, 0.0, 0.0
0.3533333333333333, 1.875, 0.0, 8.713568485834812e-07, 2.0803400688271364e-12, 4.935055425990179e-12, -1.999999999997798, -0.8749999999930224, 2.8750000000065628, 1.0, 0.0, 0.0
0.3533333333333333, 2.1875, 0.0, 3.120959842878885e-06, 8.084688606600861e-12, 0.17931264330493635, -1.9999999999974654, -1.187499999984193, 3.1875000000126303, 1.0, 0.0, 0.0
0.3533333333333333, 2.5, 0.0, 0.3255575836416626, 0.11207040206766555, 0.5645994937916182, -2.006375769377118, -1.3583916552864483, 3.5894613970160933, 1.0, 0.0, 0.0
0.3533333333333333, 2.8125, 0.0, 0.4984354392679885, 0.3528746836278461, 0.7614498996586104, -2.079829652763723, -1.4122896538227998, 4.018807745959116, 1.0, 0.0, 0.0
0.3533333333333333, 3.125, 0.0, 0.5039485828338961, 0.5879765893542971, 0.7883859819764575, -2.2265638508930783, -1.5686594954124065, 4.333624498440716, 1.0, 0.0, 0.0
0.3533333333333333, 3.4375, 0.0, 0.35617161148078114, 0.845615922363132, 0.6592374567326976, -2.4495686870112507, -1.822444444009136, 4.540959842111981, 1.0, 0.0, 0.0
0.3533333333333333, 3.75, 0.0, 9.528565046109153e-06, 0.9999999998122331, 0.2470145241415576, -2.7499999999564935, -1.9999999996819007, 4.75000000022452, 1.0, 0.0, 0.0
0.3533333333333333, 4.0625, 0.0, -5.069826039014495e-06, 0.9999999999516055, 2.9873099549604377e-10, -3.062499999956548, -1.9999999998580893, 5.062500000113648, 1.0, 0.0, 0.0
0.3533333333333333, 4.375, 0.0, -1.098261269265922e-06, 0.99999999999894, 6.860592094426465e-11, -3.3749999999980056, -1.9999999999952667, 5.37500000000408, 1.0, 0.0, 0.0
0.3533333333333333, 4.6875, 0.0, -2.999818551301547e-06, 0.9999999999944842, -1.8819079627974135e-11, -3.687499999982484, -1.9999999999653473, 5.687500000031326, 1.0, 0.0, 0.0
0.3533333333333333, 5.0, 0.0, 8.27943580262384e-07, 0.999999999987178, -2.3379698177450337e-11, -3.9999999999388924, -1.99999999989259, 6.00000000010029, 1.0, 0.0, 0.0
0.48, 0.0, 0.0, -4.512376050454548e-06, 0.0, 7.412414201857752e-12, -1.9999999999736184, 0.9999939560921449, 1.0000060440336789, 1.0, 0.0, 0.0
0.48, 0.3125, 0.0, -5.155800295193792e-06, 2.3163794380805475e-12, 1.904743721722771e-11, -1.9999999999650029, 0.6875000000078805, 1.3125000001610967, 1.0, 0.0, 0.0
0.48, 0.625, 0.0, -7.748579280408798e-06, 1.1904648260767318e-11, -3.2675146572748398e-12, -1.9999999999185873, 0.3750000001188215, 1.6250000002899836, 1.0, 0.0, 0.0
0.48, 0.9375, 0.0, -4.90096264559194e-07, 2.741827772837725e-13, -1.048301107836033e-11, -1.9999999999989548, 0.06250000000215421, 1.9375000000034994, 1.0, 0.0, 0.0
0.48, 1.25, 0.0, -1.5360299776955445e-06, 5.352766336792112e-12, 4.376952533518682e-12, -1.9999999999885094, -0.24999999996919986, 2.250000000039953, 1.0, 0.0, 0.0
0.48, 1.5625, 0.0, 8.805724178406885e-07, 3.0097781107329486e-12, 1.8825788324157483e-11, -1.9999999999967277, -0.5624999999878161, 2.5625000000133147, 1.0, 0.0, 0.0
0.48, 1.875, 0.0, 4.711079467356784e-06, 1.7118884039390538e-11, 0.10605866171362197, -1.9999999999932547, -0.8749999999539764, 2.875000000042581, 1.0, 0.0, 0.0
0.48, 2.1875, 0.0, 0.276203596925069, 0.0662866635740235, 0.3788219610053647, -2.0022011433785103, -1.0599352428047784, 3.281845961858633, 1.0, 0.0, 0.0
0.48, 2.5, 0.0, 0.4815010856958073, 0.23676372564547182, 0.51893795168576, -2.0509112199591337, -1.0602383950338212, 3.778858264357952, 1.0, 0.0, 0.0
0.48, 2.8125, 0.0, 0.5437194798878836, 0.3906228833776235, 0.5024584803995672, -2.148905380704434, -1.1615328660416198, 4.1618549174784665, 1.0, 0.0, 0.0
0.48, 3.125, 0.0, 0.5401373672810487, 0.5508002758952013, 0.5356290378650727, -2.2957310101799866, -1.329348760121062, 4.465305394799895, 1.0, 0.0, 0.0
0.48, 3.4375, 0.0, 0.46845942360450227, 0.7253910320432939, 0.6122749132264488, -2.494639212890454, -1.5643507709735676, 4.6910203890777264, 1.0, 0.0, 0.0
0.48, 3.75, 0.0, 0.24743262705020763, 0.9334720966617318, 0.4393743480520135, -2.7522600248367066, -1.8917553136259924, 4.820330084050715, 1.0, 0.0, 0.0
0.48, 4.0625, 0.0, -5.52296652326975e-07, 0.9999999995758023, 0.10644464532895874, -3.0624999998496825, -1.9999999989866437, 5.062500000765665, 1.0, 0.0, 0.0
0.48, 4.375, 0.0, -1.272694236087221e-06, 0.999999999992331, 6.485903369934932e-10, -3.3749999999924394, -1.9999999999726332, 5.375000000022643, 1.0, 0.0, 0.0
0.48, 4.6875, 0.0, -3.1129058830715333e-06, 0.9999999999811713, -1.0667022820598504e-12, -3.6874999999652744, -1.9999999999067732, 5.687500000081862, 1.0, 0.0, 0.0
0.48, 5.0, 0.0, 6.925617071612116e-07, 0.9999999999916643, 3.357776279244717e-11, -3.999999999975649, -1.9999999999455442, 6.000000000049823, 1.0, 0.0, 0.0
0.6066666666666666, 0.0, 0.0, -1.4248694956387904e-07, 0.0, 4.954719391406004e-13, -1.9999999999991125, 0.9999985657230275, 1.0000014342828651, 1.0, 0.0, 0.0
0.6066666666666666, 0.3125, 0.0, 2.1263125517767773e-07, 1.5483498098143762e-13, 2.045372014653659e-12, -1.999999999998611, 0.687499999999578, 1.3125000000098197, 1.0, 0.0, 0.0
0.6066666666666666, 0.625, 0.0, -3.195410823770455e-07, 1.2783575091585369e-12, 3.417422462109127e-11, -1.9999999999949203, 0.37500000000909595, 1.6250000000274747, 1.0, 0.0, 0.0
0.6066666666666666, 0.9375, 0.0, -1.4185062566644845e-06, 2.151372536916348e-11, 1.4250994693597922e-11, -1.9999999999545846, 0.06250000013248107, 1.9375000002378924, 1.0, 0.0, 0.0
0.6066666666666666, 1.25, 0.0, 2.441842558083557e-06, 1.0185229192657239e-11, 1.9730906589108963e-10, -1.999999999989024, -0.24999999995228578, 2.250000000065139, 1.0, 0.0, 0.0
0.6066666666666666, 1.5625, 0.0, 1.3631412865725432e-05, 1.448318915510945e-10, 0.11442479242338313, -1.999999999938837, -0.5624999995100577, 2.562500000544278, 1.0, 0.0, 0.0
0.6066666666666666, 1.875, 0.0, 0.32137729257418196, 0.07151549527479968, 0.3014078157984341, -2.003075437350339, -0.6706474825435541, 3.04967481353573, 1.0, 0.0, 0.0
0.6066666666666666, 2.1875, 0.0, 0.4891275855848308, 0.18837988501885322, 0.357091435667318, -2.0445935310126626, -0.660975556512109, 3.576424949528559, 1.0, 0.0, 0.0
0.6066666666666666, 2.5, 0.0, 0.5563786743270144, 0.2946976425668734, 0.3474273750037186, -2.1200313678155793, -0.7439192214498062, 3.990743751509693, 1.0, 0.0, 0.0
0.6066666666666666, 2.8125, 0.0, 0.581725910425462, 0.40552199439617737, 0.36737252823415123, -2.2292677922188924, -0.8779973761248213, 4.339059331426447, 1.0, 0.0, 0.0
0.6066666666666666, 3.125, 0.0, 0.5732351158718393, 0.5243054727132179, 0.3973545531671488, -2.3743129508845935, -1.058537695733947, 4.628948980952108, 1.0, 0.0, 0.0
0.6066666666666666, 3.4375, 0.0, 0.5276172490871932, 0.6538685901256454, 0.4405376928130879, -2.5580746406560966, -1.2882479450959423, 4.859624960177667, 1.0, 0.0, 0.0
0.6066666666666666, 3.75, 0.0, 0.42619051565057803, 0.7996415307213979, 0.553810241933107, -2.784633363732638, -1.5773358360783973, 5.023132254256918, 1.0, 0.0, 0.0
0.6066666666666666, 4.0625, 0.0, 3.5254977482724725e-05, 0.9999999913338372, 0.32057355079052796, -3.0624999996721196, -1.9999999820406584, 5.062500012899255, 1.0, 0.0, 0.0
0.6066666666666666, 4.375, 0.0, 1.9626045971440635e-06, 0.9999999999654778, 1.3865411574442987e-08, -3.3749999999839995, -1.9999999998948523, 5.37500000008389, 1.0, 0.0, 0.0
0.6066666666666666, 4.6875, 0.0, 4.668025921097683e-07, 0.9999999999997194, 5.4013860051327353e-11, -3.6874999999997007, -1.9999999999988274, 5.687500000001002, 1.0, 0.0, 0.0
0.6066666666666666, 5.0, 0.0, -9.72571338164577e-07, 0.9999999999992365, -1.545430450278218e-12, -3.9999999999985905, -1.9999999999958307, 6.000000000003737, 1.0, 0.0, 0.0
0.7333333333333333, 0.0, 0.0, 6.603160706787234e-07, 0.0, 4.4581460349635343e-13, -1.999999999999375, 0.999998394521695, 1.00000160548471, 1.0, 0.0, 0.0
0.7333333333333333, 0.3125, 0.0, 1.0436025223052487e-06, 1.3931706359261045e-13, 3.928721543128936e-12, -1.9999999999993048, 0.6874999999990612, 1.312500000008277, 1.0, 0.0, 0.0
0.7333333333333333, 0.625, 0.0, 1.8675634204483926e-06, 2.455450964455585e-12, 3.521031592940006e-13, -1.99999999999485, 0.37500000001286476, 1.625000000048169, 1.0, 0.0, 0.0
0.7333333333333333, 0.9375, 0.0, 1.2684342915960024e-06, 3.593815381513608e-13, 4.7756055305296223e-11, -1.9999999999996392, 0.06250000000181292, 1.9375000000035731, 1.0, 0.0, 0.0
0.7333333333333333, 1.25, 0.0, 8.900953605864344e-06, 3.2302985530265726e-11, 0.15489792339512806, -1.9999999999878069, -0.24999999987128269, 2.2500000001839746, 1.0, 0.0, 0.0
0.7333333333333333, 1.5625, 0.0, 0.4352437615076793, 0.09681120212231442, 0.26909777839802496, -2.0128608947544135, -0.13334084600996368, 2.9797252621109775, 1.0, 0.0, 0.0
0.7333333333333333, 1.875, 0.0, 0.528560175197626, 0.1681861115310686, 0.23262746534488773, -2.054301595551496, -0.17869866101611506, 3.4622554016234015, 1.0, 0.0, 0.0
0.7333333333333333, 2.1875, 0.0, 0.5800312975113219, 0.24220336796286926, 0.24600278546821058, -2.1182945416626064, -0.27376803788034965, 3.872382152733101, 1.0, 0.0, 0.0
0.7333333333333333, 2.5, 0.0, 0.6076707482872098, 0.3219378524487002, 0.26567355150393906, -2.2062788772272404, -0.4027056598506859, 4.233742456710496, 1.0, 0.0, 0.0
0.7333333333333333, 2.8125, 0.0, 0.6156835315227183, 0.40824933765283117, 0.2878354210987423, -2.3201910509056494, -0.5634261352517972, 4.551507703470083, 1.0, 0.0, 0.0
0.7333333333333333, 3.125, 0.0, 0.6042091975691121, 0.5018349906354141, 0.31287396871871076, -2.4621910661696, -0.7573879798416621, 4.8258863487892025, 1.0, 0.0, 0.0
0.7333333333333333, 3.4375, 0.0, 0.570374110214299, 0.6037955681020254, 0.3432946725097457, -2.6347067531677744, -0.9882303108542376, 5.054374331493504, 1.0, 0.0, 0.0
0.7333333333333333, 3.75, 0.0, 0.5063140627378886, 0.7163941609540052, 0.38745482115959806, -2.840661204405529, -1.262712433679295, 5.231328248326292, 1.0, 0.0, 0.0
0.7333333333333333, 4.0625, 0.0, 0.38771622876606787, 0.8459548313267742, 0.4537693423920356, -3.0841642747767195, -1.5972185853735703, 5.342808216053139, 1.0, 0.0, 0.0
0.7333333333333333, 4.375, 0.0, 7.3912303208081655e-06, 0.9999999999490274, 0.24647226987350201, -3.374999999993801, -1.9999999998621785, 5.375000000106437, 1.0, 0.0, 0.0
0.7333333333333333, 4.6875, 0.0, 3.6294801717177273e-07, 0.9999999999977129, 8.15401079989897e-11, -3.687499999998715, -1.9999999999916092, 5.687500000007004, 1.0, 0.0, 0.0
0.7333333333333333, 5.0, 0.0, 7.931773516463598e-08, 0.99999999999999, 7.286615755219827e-12, -3.999999999999992, -1.9999999999999516, 6.000000000000043, 1.0, 0.0, 0.0
0.8599999999999999, 0.0, 0.0, 1.023002606235043e-05, 0.0, 1.3381490878539327e-10, -1.9999999999679317, 0.999982810628754, 1.000017190026349, 1.0, 0.0, 0.0
0.8599999999999999, 0.3125, 0.0, 1.6292764313353465e-05, 4.1817158995435397e-11, 1.462604141090474e-10, -1.9999999999105467, 0.6874999995998875, 1.3125000023659177, 1.0, 0.0, 0.0
0.8599999999999999, 0.625, 0.0, 1.8760193250116474e-05, 9.141275881815462e-11, 1.9510191084524358e-10, -1.9999999999292875, 0.3750000003579901, 1.6250000016722495, 1.0, 0.0, 0.0
0.8599999999999999, 0.9375, 0.0, 4.522990794059449e-06, 1.6375585327371263e-10, 0.17023761079499122, -1.9999999999650713, 0.06250000069763705, 1.9375000015000226, 1.0, 0.0, 0.0
0.8599999999999999, 1.25, 0.0, 0.5458745238648468, 0.10639850683828227, 0.24581703574358088, -2.042171889232201, 0.5049142252819959, 3.07482826859221, 1.0, 0.0, 0.0
0.8599999999999999, 1.5625, 0.0, 0.5870563931029821, 0.1536356475034939, 0.16136946088590548, -2.082630584272806, 0.3919333598723513, 3.469009773396178, 1.0, 0.0, 0.0
0.8599999999999999, 1.875, 0.0, 0.6173387018366301, 0.20725441989197319, 0.1812229722544994, -2.1388588112736207, 0.26492763429062227, 3.8404431718216454, 1.0, 0.0, 0.0
0.8599999999999999, 2.1875, 0.0, 0.6373774284516844, 0.266900005162556, 0.20019776705594686, -2.2127916487841226, 0.12190845932479108, 4.187133027486749, 1.0, 0.0, 0.0
0.8599999999999999, 2.5, 0.0, 0.6471518075550586, 0.33237802430193997, 0.21882603393906958, -2.3062781611279064, -0.03953385992273638, 4.50684884427044, 1.0, 0.0, 0.0
0.8599999999999999, 2.8125, 0.0, 0.6460609586812712, 0.4036662763744745, 0.23774062157356485, -2.4211323921154055, -0.22219028988224176, 4.7970805014519575, 1.0, 0.0, 0.0
0.8599999999999999, 3.125, 0.0, 0.63285278187866, 0.480965912785418, 0.25782428097179366, -2.5591946909785532, -0.42920639272402833, 5.054994306232243, 1.0, 0.0, 0.0
0.8599999999999999, 3.4375, 0.0, 0.6052640910818166, 0.5648064519818455, 0.28055119603716394, -2.7224155201546236, -0.6643733853238634, 5.277127474741889, 1.0, 0.0, 0.0
0.8599999999999999, 3.75, 0.0, 0.5590606452858621, 0.6563104103086455, 0.30910260596666533, -2.912992825806834, -0.9329189212916209, 5.458665814028028, 1.0, 0.0, 0.0
0.8599999999999999, 4.0625, 0.0, 0.4850606812121989, 0.7579955807110114, 0.35442341805139355, -3.133657251821525, -1.2437598117728286, 5.591482093444041, 1.0, 0.0, 0.0
0.8599999999999999, 4.375, 0.0, 0.35354059417608347, 0.8778250465907664, 0.38720707076487954, -3.3885437572327315, -1.621036655296281, 5.654551099345451, 1.0, 0.0, 0.0
0.8599999999999999, 4.6875, 0.0, 9.153085062859051e-06, 0.9999999999390611, 0.19547992535161302, -3.687499999987626, -1.9999999997982882, 5.687500000164926, 1.0, 0.0, 0.0
0.8599999999999999, 5.0, 0.0, -2.6361681950190898e-06, 0.9999999999355246, -1.1316814152451116e-11, -3.999999999958173, -1.9999999997253366, 6.000000000238843, 1.0, 0.0, 0.0
0.9866666666666665, 0.0, 0.0, 0.6021876509316105, 0.0, 0.09263508538485762, -2.05659136159368, 1.4586581964434688, 2.7447023610177155, 1.0, 0.0, 0.0
0.9866666666666665, 0.3125, 0.0, 0.6060666899200441, 0.02894846418276801, 0.09581851676036593, -2.061087075551283, 1.414307631412183, 2.8212947512192126, 1.0, 0.0, 0.0
0.9866666666666665, 0.625, 0.0, 0.6165742663292321, 0.0598865729752287, 0.1045111328514782, -2.0748934526127925, 1.3050377164674412, 3.0204348470832634, 1.0, 0.0, 0.0
0.9866666666666665, 0.9375, 0.0, 0.6310323448803093, 0.09426792221494187, 0.11679592738840916, -2.098877180625514, 1.166591738974439, 3.2896412027616524, 1.0, 0.0, 0.0
0.9866666666666665, 1.25, 0.0, 0.6465316188188845, 0.13288402759298443, 0.13084637383148792, -2.13425365241171, 1.016932529299443, 3.5918990868921696, 1.0, 0.0, 0.0
0.9866666666666665, 1.5625, 0.0, 0.6606661981146724, 0.17604690585962182, 0.14549409896987928, -2.1824042026268025, 0.8608594941117766, 3.9055099274329694, 1.0, 0.0, 0.0
0.9866666666666665, 1.875, 0.0, 0.6716350827689583, 0.22381783944915898, 0.16019521143953397, -2.2447632643618034, 0.6977566832707449, 4.217488127389929, 1.0, 0.0, 0.0
0.9866666666666665, 2.1875, 0.0, 0.6780763298987975, 0.27616891300933055, 0.17481626492597457, -2.322767378580182, 0.5252165417065126, 4.519492998810642, 1.0, 0.0, 0.0
0.9866666666666665, 2.5, 0.0, 0.6788571383948383, 0.3330780050278931, 0.18946872151875702, -2.417843391153026, 0.3403576551980637, 4.805700570603232, 1.0, 0.0, 0.0
0.9866666666666665, 2.8125, 0.0, 0.6728731215255959, 0.3945868639585537, 0.20443922923011826, -2.531419884630047, 0.14015314040819998, 5.071594742586649, 1.0, 0.0, 0.0
0.9866666666666665, 3.125, 0.0, 0.6588464445604874, 0.460852523296717, 0.2202050352467543, -2.6649550944098297, -0.07856267688723689, 5.313258173680326, 1.0, 0.0, 0.0
0.9866666666666665, 3.4375, 0.0, 0.6350701625962656, 0.5322150109877751, 0.2375581707850319, -2.8199826256840357, -0.3192567408338728, 5.526860820713246, 1.0, 0.0, 0.0
0.9866666666666665, 3.75, 0.0, 0.598944123441107, 0.609326380037362, 0.25798866869090437, -2.9981863583518846, -0.5861588708175828, 5.708050233294472, 1.0, 0.0, 0.0
0.9866666666666665, 4.0625, 0.0, 0.5458836815321427, 0.6934579289195903, 0.28503587870040176, -3.2015383254243397, -0.8852890803101392, 5.8509224084051, 1.0, 0.0, 0.0
0.9866666666666665, 4.375, 0.0, 0.4658686513486428, 0.787473804225113, 0.3329409719609142, -3.4326115920409723, -1.227683145062882, 5.945133794091844, 1.0, 0.0, 0.0
0.9866666666666665, 4.6875, 0.0, 0.3224943608830645, 0.9015460363951617, 0.3400419127732871, -3.6956612644457634, -1.6484197832326977, 5.959775966880221, 1.0, 0.0, 0.0
0.9866666666666665, 5.0, 0.0, 1.4995240890934493e-05, 0.9999999997084175, 0.31505268260241837, -3.999999999918276, -1.9999999988653334, 6.0000000009726815, 1.0, 0.0, 0.0
1.1133333333333333, 0.0, 0.0, 0.6873268850787322, 0.0, 0.10738440184798921, -2.163703240252152, 1.9421324374717743, 3.3773246930308085, 1.0, 0.0, 0.0
1.1133333333333333, 0.3125, 0.0, 0.6885350778302955, 0.03355762557749663, 0.10889771458294044, -2.1689339780747483, 1.9010872334744822, 3.4347123583349, 1.0, 0.0, 0.0
1.1133333333333333, 0.625, 0.0, 0.6918931935666662, 0.06806107161433778, 0.11323703386013165, -2.1847757540485757, 1.7937368669658573, 3.588863515894563, 1.0, 0.0, 0.0
1.1133333333333333, 0.9375, 0.0, 0.6966461653957814, 0.1043307717400789, 0.11988922288134116, -2.2116568512945136, 1.6481270696608314, 3.805438795082621, 1.0, 0.0, 0.0
1.1133333333333333, 1.25, 0.0, 0.7017766495786348, 0.142991835915176, 0.1282247299755408, -2.250232311150037, 1.4833719384434783, 4.056697401087186, 1.0, 0.0, 0.0
1.1133333333333333, 1.5625, 0.0, 0.7061781314113182, 0.1844712279747919, 0.13767841983765408, -2.3013208746315477, 1.3080900243303677, 4.32446502073808, 1.0, 0.0, 0.0
1.1133333333333333, 1.875, 0.0, 0.7087882791370003, 0.2290408483137098, 0.1478449690929279, -2.3658490697939594, 1.1248567706389405, 4.5968962305042815, 1.0, 0.0, 0.0
1.1133333333333333, 2.1875, 0.0, 0.7086188171760655, 0.27687433365787184, 0.15849631417667426, -2.4448115407779394, 0.9333196721611213, 4.865791324969865, 1.0, 0.0, 0.0
1.1133333333333333, 2.5, 0.0, 0.7047408794983107, 0.3281010446741312, 0.16956441514908294, -2.5392489812477392, 0.7318278386766857, 5.125108016864744, 1.0, 0.0, 0.0
1.1133333333333333, 2.8125, 0.0, 0.6962214790077977, 0.3828520931260487, 0.18112315398963624, -2.6502416659030543, 0.5181303199380878, 5.370069001277551, 1.0, 0.0, 0.0
