J, B, T, O, m, chi, E0, E1, E2, E3, p0, p1, p2, p3 
0.22666666666666666, 3.095238095238095, 0.0, -5.191530083348836e-08, 0.999999999999982, -3.357314426466474e-14, -3.0952380952380762, -1.9999999999999414, 2.0000000000000306, 3.095238095238164, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.1746031746031744, 0.0, -1.596954094714451e-07, 0.9999999999999896, 5.875300246316329e-14, -3.174603174603159, -1.9999999999999594, 2.0000000000000218, 3.17460317460322, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.253968253968254, 0.0, 2.46248157769396e-07, 0.9999999999999913, -8.673062268371723e-14, -3.253968253968241, -1.999999999999964, 2.000000000000021, 3.2539682539682957, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.333333333333333, 0.0, 1.2942036805453215e-07, 0.9999999999999758, -9.092726571680032e-14, -3.3333333333332833, -1.999999999999887, 2.0000000000000653, 3.333333333333462, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.4126984126984126, 0.0, 1.3605111491887015e-08, 0.9999999999999769, 1.4618306565239437e-13, -3.412698412698353, -1.9999999999998814, 2.000000000000072, 3.4126984126985493, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.492063492063492, 0.0, 9.568881202396983e-08, 0.999999999999999, -1.3918866059725588e-13, -3.492063492063487, -1.9999999999999922, 2.0000000000000053, 3.4920634920635, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.571428571428571, 0.0, 6.83355098710385e-07, 0.9999999999999548, -2.5179858198498552e-14, -3.571428571428427, -1.9999999999997242, 2.000000000000181, 3.571428571428886, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.6507936507936507, 0.0, -1.551538794366259e-07, 0.999999999999995, 2.713829161393733e-13, -3.6507936507936396, -1.9999999999999696, 2.0000000000000218, 3.6507936507936876, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.73015873015873, 0.0, 7.600822270579122e-08, 0.9999999999999979, -2.9376501231581645e-14, -3.730158730158726, -1.9999999999999842, 2.000000000000013, 3.730158730158758, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.8095238095238093, 0.0, 3.196322674566326e-07, 0.9999999999999903, 6.294964549624638e-15, -3.8095238095237622, -1.9999999999999254, 2.000000000000052, 3.809523809523891, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.888888888888889, 0.0, 7.9358116802289e-08, 0.9999999999999989, 4.826139488045556e-14, -3.8888888888888875, -1.999999999999994, 2.0000000000000053, 3.8888888888888977, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 3.968253968253968, 0.0, 1.7123727839451583e-07, 0.999999999999998, -8.272003082510083e-11, -3.968253968253958, -1.9999999999999845, 2.0000000000000133, 3.9682539682539897, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 4.0476190476190474, 0.0, 1.5494255058152995e-05, 0.9999999999868687, -5.447382545042956e-11, -4.047619047542382, -1.999999999875091, 2.000000000093, 4.047619047760286, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 4.1269841269841265, 0.0, 1.3034026069572158e-05, 0.9999999999913514, 3.385571822889233e-11, -4.126984126929218, -1.9999999999122557, 2.000000000066307, 4.12698412708327, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 4.2063492063492065, 0.0, 1.2770787337954004e-05, 0.9999999999922426, 2.947372346184807e-11, -4.206349206295849, -1.9999999999162572, 2.000000000064158, 4.2063492064437575, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 4.285714285714286, 0.0, 9.44167279737923e-06, 0.9999999999960297, 3.17028403529207e-11, -4.2857142856848025, -1.9999999999544862, 2.0000000000353126, 4.285714285765631, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 4.365079365079365, 0.0, 8.064902898355375e-06, 0.9999999999972748, 8.891287706092044e-12, -4.365079365057585, -1.9999999999668976, 2.0000000000259837, 4.36507936511668, 1.0, 0.0, 0.0, 0.0
0.22666666666666666, 4.444444444444445, 0.0, 8.064108368933953e-06, 0.999999999997441, 9.416567525732945e-12, -4.444444444422496, -1.9999999999671154, 2.0000000000260965, 4.44444444448148, 1.0, 0.0, 0.0, 0.0
