J, B, T, O, m, chi, E0, E1, E2, p0, p1, p2 
0.22666666666666666, 1.0317460317460316, 0.0, -9.101427432397798e-06, 7.658375995105568e-12, 2.4598966554488948e-11, -1.9999999999148848, -0.03174603163055347, 2.0317460318891327, 1.0, 0.0, 0.0
0.22666666666666666, 1.1111111111111112, 0.0, -1.0030245718073442e-05, 1.046445041501115e-11, 3.6446018295008075e-11, -1.9999999998973697, -0.11111111096815592, 2.111111111283117, 1.0, 0.0, 0.0
0.22666666666666666, 1.1904761904761905, 0.0, -1.043838145557856e-05, 1.3443458264154468e-11, -6.370415413293045e-11, -1.9999999998836704, -0.1904761903098719, 2.190476190670972, 1.0, 0.0, 0.0
0.22666666666666666, 1.2698412698412698, 0.0, -1.1066559304296676e-06, 3.5267991772060303e-13, -8.086004889089481e-11, -1.9999999999973124, -0.26984126983732215, 2.26984126984578, 1.0, 0.0, 0.0
0.22666666666666666, 1.349206349206349, 0.0, -1.9420074541444686e-06, 6.085298687743386e-13, 2.2202761994746956e-12, -1.9999999999959237, -0.3492063492001951, 2.349206349213211, 1.0, 0.0, 0.0
0.22666666666666666, 1.4285714285714284, 0.0, -1.5282886770678352e-06, 7.05104711288015e-13, 2.1966908900108867e-12, -1.9999999999958564, -0.42857142856499947, 2.4285714285784326, 1.0, 0.0, 0.0
0.22666666666666666, 1.507936507936508, 0.0, -1.1282895816126361e-06, 9.572109624268602e-13, 4.7346260072636936e-12, -1.9999999999950955, -0.5079365079286589, 2.5079365079448737, 1.0, 0.0, 0.0
0.22666666666666666, 1.5873015873015872, 0.0, -1.9355180732886766e-06, 1.4566326489489187e-12, 9.608706957205791e-12, -1.9999999999935265, -0.5873015872908797, 2.5873015873127465, 1.0, 0.0, 0.0
0.22666666666666666, 1.6666666666666665, 0.0, -2.448709002711475e-06, 2.482402542935716e-12, 1.3115648248420726e-11, -1.9999999999905, -0.6666666666503707, 2.666666666683268, 1.0, 0.0, 0.0
0.22666666666666666, 1.746031746031746, 0.0, -1.9518898324444385e-06, 3.5384815772696687e-12, 2.7334426422932956e-11, -1.9999999999884357, -0.746031746011096, 2.746031746052311, 1.0, 0.0, 0.0
