J, B, T, O, m, chi, E0, E1, E2, p0, p1, p2, w1, w2, boundary 
0.0, 0.0, 0.0, 0.1, 0.0, 3.235562306570556e-32, -1.9999999999999996, 0.9999999999999998, 1.0000000000000004, 1.0, 0.0, 0.0, 2.0000000000000004, 1.9999999999999996, 0 
0.0, 0.0, 0.5, 0.1, 0.0, 0.010601274613360417, -1.9999999999999996, 0.9999999999999998, 1.0000000000000004, 0.9950669512572834, 0.0024665243713577517, 0.0024665243713577483, 2.0000000000000004, 1.9999999999999996, 0 
0.0, 0.0, 1.0, 0.1, 0.0, 0.0917773065955385, -1.9999999999999996, 0.9999999999999998, 1.0000000000000004, 0.9094429985127411, 0.04527850074362906, 0.04527850074362903, 2.0000000000000004, 1.9999999999999996, 0 
0.0, 0.0, 1.5, 0.1, 0.0, 0.1424287885307052, -1.9999999999999996, 0.9999999999999998, 1.0000000000000004, 0.7869860421615982, 0.10650697891920076, 0.10650697891920072, 2.0000000000000004, 1.9999999999999996, 0 
0.0, 0.0, 2.0, 0.1, 0.0, 0.1543330897124938, -1.9999999999999996, 0.9999999999999998, 1.0000000000000004, 0.6914384540362275, 0.15428077298188622, 0.15428077298188617, 2.0000000000000004, 1.9999999999999996, 0 
0.0, 0.3333333333333333, 0.0, 0.1, 1.0785207688568521e-32, 1.4791141972893971e-31, -1.999999999999999, 0.6666666666666666, 1.3333333333333353, 1.0, 0.0, 0.0, 1.7777777777777763, 2.2222222222222214, 0 
0.0, 0.3333333333333333, 0.5, 0.1, 0.003533758204453472, 0.01299457005722157, -1.999999999999999, 0.6666666666666666, 1.3333333333333353, 0.993936407658002, 0.004798675273221305, 0.0012649170687678343, 1.7777777777777763, 2.2222222222222214, 0 
0.0, 0.3333333333333333, 1.0, 0.1, 0.030592435531846165, 0.09542312268155619, -1.999999999999999, 0.6666666666666666, 1.3333333333333353, 0.9048484493438267, 0.06287199309400945, 0.032279557562163295, 1.7777777777777763, 2.2222222222222214, 0 
0.0, 0.3333333333333333, 1.5, 0.1, 0.0474762628435684, 0.14365847529836737, -1.999999999999999, 0.6666666666666666, 1.3333333333333353, 0.7828515806204756, 0.1323123411115459, 0.08483607826797754, 1.7777777777777763, 2.2222222222222214, 0 
0.0, 0.3333333333333333, 2.0, 0.1, 0.05144436323749793, 0.15448096755530122, -1.999999999999999, 0.6666666666666666, 1.3333333333333353, 0.688481079062233, 0.18148164208763215, 0.1300372788501343, 1.7777777777777763, 2.2222222222222214, 0 
0.0, 0.6666666666666666, 0.0, 0.1, 9.860761315262648e-32, -2.0106708619402742e-31, -2.0000000000000018, 0.3333333333333334, 1.6666666666666654, 1.0, 0.0, 0.0, 1.5555555555555538, 2.4444444444444473, 0 
0.0, 0.6666666666666666, 0.5, 0.1, 0.00866304670481438, 0.021175812138171234, -2.0000000000000018, 0.3333333333333334, 1.6666666666666654, 0.9900431807471375, 0.009309932978836949, 0.0006468862740225702, 1.5555555555555538, 2.4444444444444473, 0 
0.0, 0.6666666666666666, 1.0, 0.1, 0.06361541512103745, 0.10626262847682821, -2.0000000000000018, 0.3333333333333334, 1.6666666666666654, 0.890842009655826, 0.08638670273260662, 0.022771287611569168, 1.5555555555555538, 2.4444444444444473, 0 
0.0, 0.6666666666666666, 1.5, 0.1, 0.09577231686557823, 0.14720490661417363, -2.0000000000000018, 0.3333333333333334, 1.6666666666666654, 0.7705071930678233, 0.16263256189887793, 0.0668602450332997, 1.5555555555555538, 2.4444444444444473, 0 
0.0, 0.6666666666666666, 2.0, 0.1, 0.10298731170353415, 0.15488030197037916, -2.0000000000000018, 0.3333333333333334, 1.6666666666666654, 0.6796789063655652, 0.21165420266898474, 0.10866689096545057, 1.5555555555555538, 2.4444444444444473, 0 
0.0, 1.0, 0.0, 0.1, -1.232595164407831e-31, -1.2942249226282225e-31, -1.9999999999999998, -1.547876333767417e-16, 2.000000000000002, 1.0, 0.0, 0.0, 2.666666666666666, 1.3333333333333335, 0 
0.0, 1.0, 0.5, 0.1, 0.01765096629656763, 0.03841522448629421, -1.9999999999999998, -1.547876333767417e-16, 2.000000000000002, 0.9816903928255023, 0.017980286735531516, 0.00032932043896389087, 2.666666666666666, 1.3333333333333335, 0 
0.0, 1.0, 1.0, 0.1, 0.10143418784973164, 0.12390130140577235, -1.9999999999999998, -1.547876333767417e-16, 2.000000000000002, 0.8668133321973344, 0.11731042782619834, 0.015876239976466724, 2.666666666666666, 1.3333333333333335, 0 
0.0, 1.0, 1.5, 0.1, 0.14561286725301748, 0.15264662504814297, -1.9999999999999998, -1.547876333767417e-16, 2.000000000000002, 0.7501421954513625, 0.19773533590082737, 0.05212246864780994, 2.666666666666666, 1.3333333333333335, 0 
0.0, 1.0, 2.0, 0.1, 0.15469789788441737, 0.15540307292784322, -1.9999999999999998, -1.547876333767417e-16, 2.000000000000002, 0.6652409557748219, 0.24472847105479767, 0.09003057317038037, 2.666666666666666, 1.3333333333333335, 0 
0.0, 1.3333333333333333, 0.0, 0.1, 1.232595164407831e-32, 7.765349535769335e-31, -2.000000000000001, -0.3333333333333334, 2.3333333333333357, 1.0, 0.0, 0.0, 1.1111111111111105, 2.8888888888888915, 0 
0.0, 1.3333333333333333, 0.5, 0.1, 0.034273196362343855, 0.07084523455947762, -2.000000000000001, -0.3333333333333334, 2.3333333333333357, 0.9653942595752226, 0.034439468393562093, 0.00016627203121825538, 1.1111111111111105, 2.8888888888888915, 0 
0.0, 1.3333333333333333, 1.0, 0.1, 0.14621628272488568, 0.1473696557602371, -2.000000000000001, -0.3333333333333334, 2.3333333333333357, 0.8319472180488637, 0.15713453233801153, 0.010918249613125926, 1.1111111111111105, 2.8888888888888915, 0 
0.0, 1.3333333333333333, 1.5, 0.1, 0.1975367335643402, 0.1593061930422577, -2.000000000000001, -0.3333333333333334, 2.3333333333333357, 0.7221097809390589, 0.23771347631264084, 0.04017674274830072, 1.1111111111111105, 2.8888888888888915, 0 
