J, B, T, O, m, chi, E0, E1, E2, E3, E4, E5, p0, p1, p2, p3, p4, p5 
0.1, 0.0, 0.0, [4.00046623e-06], 0.0, 2.9161579134591736e-15, -3.9999999999956013, 3.422549202840722e-12, 4.864934761125003e-12, 4.911850296623124e-12, 2.000000000004914, 2.000000000006817, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.1, 1.6666666666666667, 0.0, [-2.96409776e-07], 4.860263189098623e-15, 3.688189682734416e-14, -3.9999999999995786, -1.666666666666201, 3.7687200131108277e-13, 1.6666666666669518, 2.000000000000554, 2.000000000000719, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.1, 3.3333333333333335, 0.0, [-4.6002412e-09], 1.229396560911472e-13, 0.29999999999999694, -3.9999999999997544, -3.3333333333329285, 3.237406714871741e-13, 2.0000000000002873, 2.0000000000003673, 3.33333333333377, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.1, 5.0, 0.0, [2.8627558e-07], 0.9999999999999948, 0.5999999999999232, -4.999999999999706, -3.99999999999972, 2.1890718865126544e-13, 2.0000000000003015, 2.000000000000413, 5.0000000000003, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.7333333333333333, 0.0, 0.0, [3.49595144e-06], 0.0, 1.3639881389622433e-12, -3.9999999999875824, -4.8607342227309605e-11, 1.6362910905048764e-11, 6.950124971560783e-11, 2.000000000085233, 2.000000000144516, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.7333333333333333, 1.6666666666666667, 0.0, [4.28623083e-07], 2.273313564937072e-12, 0.10950832002193754, -3.9999999999987503, -1.6666666666578442, 9.676547639402309e-12, 1.6666666665904393, 2.000000000015454, 2.000000000104418, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.7333333333333333, 3.3333333333333335, 0.0, [0.59942794], 0.3650277334064585, 0.21776110501815643, -4.264031554014585, -2.0568464099134833, 0.7904904696780671, 2.1502937419196426, 2.7904904696790744, 5.332546100719703, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.7333333333333333, 5.0, 0.0, [0.53786989], 0.7258703500627948, 0.21650556999380174, -5.174586603759421, -2.9148430946054704, 0.6364688434016115, 2.3530351437480275, 2.6364688434020063, 6.282269928223002, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
1.3666666666666667, 0.0, 0.0, [0.88730712], 0.0, 1.2089813247006113e-14, -4.7480000104556845, 1.5040067577239695, 3.227987071273261, 3.227987071274094, 5.227987071274099, 10.927954466552329, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
1.3666666666666667, 1.6666666666666667, 0.0, [0.88730823], 2.014968874501019e-14, 0.10296654440032672, -4.74800001045052, 1.5040142388478501, 1.5613285087367377, 4.894661841847567, 5.2279951752583855, 10.92797129705747, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
1.3666666666666667, 3.3333333333333335, 0.0, [0.84418899], 0.34322181466775575, 0.15645252592725653, -5.31614962167334, 0.5679677429969041, 2.9218857301200023, 3.493410310103908, 4.92188573013438, 10.942314489056615, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
1.3666666666666667, 5.0, 0.0, [0.77549524], 0.5215084197575419, 0.10697196305387169, -6.036075158839049, -0.36855732346454934, 2.465710767343666, 3.4608015308453353, 4.465710767344799, 10.806674020832709, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
2.0, 0.0, 0.0, [0.95902833], 0.0, 5.2851521525668e-16, -6.4002710388401445, 3.6352893018551713, 5.5184120324445, 5.518412032444629, 7.5184120324446475, 17.32021783431859, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
2.0, 1.6666666666666667, 0.0, [0.95902799], 8.808586920944666e-16, 0.07776545594467028, -6.400271038838746, 3.6352854678334032, 3.851741451860824, 7.185074785157947, 7.518408118523277, 17.320209926498343, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
2.0, 3.3333333333333335, 0.0, [0.9269872], 0.25921818648223427, 0.11677400560864085, -6.832104847981494, 2.976363863322645, 5.1558316341067645, 5.442181922400973, 7.155831634108729, 17.036885598688787, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
2.0, 5.0, 0.0, [0.88492128], 0.3892466853621371, 0.07801709932794168, -7.3724373470910205, 2.2324515101471722, 4.698513992547709, 5.2595265564697495, 6.698513992550245, 16.67451525066288, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
