J, B, T, O, m, chi, E0, E1, E2, p0, p1, p2, w1, w2, boundary 
0.0, 0.0, 0.0, 0.1, 0.0, 3.882674767884668e-32, -1.9999999999999996, 0.9999999999999998, 1.0000000000000004, 1.0, 0.0, 0.0, 2.0000000000000004, 1.9999999999999996, 0 
0.0, 0.0, 2.0, 0.1, 0.0, 0.15428377963074452, -1.9999999999999996, 0.9999999999999998, 1.0000000000000004, 0.6914384540362275, 0.15428077298188622, 0.15428077298188617, 2.0000000000000004, 1.9999999999999996, 0 
0.0, 0.07936507936507936, 0.0, 0.1, 3.0814879110195774e-33, 5.096010632848627e-32, -2.000000000000001, 0.9206349206349207, 1.0793650793650793, 1.0, 0.0, 0.0, 2.0529100529100517, 1.9470899470899479, 0 
0.0, 0.07936507936507936, 2.0, 0.1, 0.012244744415138453, 0.15429277006035147, -2.000000000000001, 0.9206349206349207, 1.0793650793650793, 0.691270490220636, 0.16048712709725135, 0.1482423826821129, 2.0529100529100517, 1.9470899470899479, 0 
0.0, 0.15873015873015872, 0.0, 0.1, 8.08890576642639e-33, 0.0, -2.0000000000000018, 0.8412698412698416, 1.158730158730159, 1.0, 0.0, 0.0, 2.105820105820108, 1.8941798941798935, 0 
0.0, 0.15873015873015872, 2.0, 0.1, 0.02449091588259547, 0.15431959396045153, -2.0000000000000018, 0.8412698412698416, 1.158730158730159, 0.6907668239587458, 0.1668620459619253, 0.14237113007932983, 2.105820105820108, 1.8941798941798935, 0 
0.0, 0.23809523809523808, 0.0, 0.1, 3.0814879110195774e-33, -3.22747340080413e-31, -2.0000000000000004, 0.7619047619047618, 1.2380952380952381, 1.0, 0.0, 0.0, 1.8412698412698418, 2.15873015873016, 0 
0.0, 0.23809523809523808, 2.0, 0.1, 0.03673991805965457, 0.1543638100792899, -2.0000000000000004, 0.7619047619047618, 1.2380952380952381, 0.6899281306738988, 0.17340589369287798, 0.1366659756332235, 1.8412698412698418, 2.15873015873016, 0 
0.0, 0.31746031746031744, 0.0, 0.1, -4.3140830754274083e-32, 9.706686919711669e-32, -1.9999999999999991, 0.6825396825396829, 1.3174603174603177, 1.0, 0.0, 0.0, 1.7883597883597895, 2.21164021164021, 0 
0.0, 0.31746031746031744, 2.0, 0.1, 0.04899310795867323, 0.1544246860417502, -1.9999999999999991, 0.6825396825396829, 1.3174603174603177, 0.6887555356287144, 0.1801187861649791, 0.13112567820630594, 1.7883597883597895, 2.21164021164021, 0 
0.0, 0.3968253968253968, 0.0, 0.1, 1.8488927466117464e-32, 9.706686919711669e-32, -2.0000000000000027, 0.6031746031746035, 1.3968253968253965, 1.0, 0.0, 0.0, 1.7354497354497338, 2.2645502645502646, 0 
0.0, 0.3968253968253968, 2.0, 0.1, 0.0612517729869165, 0.15450120290351965, -2.0000000000000027, 0.6031746031746035, 1.3968253968253965, 0.6872506132423687, 0.18700057987227428, 0.1257488068853578, 1.7354497354497338, 2.2645502645502646, 0 
0.0, 0.47619047619047616, 0.0, 0.1, -2.7733391199176196e-32, -1.1648024303654004e-31, -1.9999999999999991, 0.5238095238095238, 1.4761904761904756, 1.0, 0.0, 0.0, 2.317460317460313, 1.6825396825396826, 0 
0.0, 0.47619047619047616, 2.0, 0.1, 0.07351710841954937, 0.15459206150162041, -1.9999999999999991, 0.5238095238095238, 1.4761904761904756, 0.6854153860985367, 0.19405086116050613, 0.12053375274095672, 2.317460317460313, 1.6825396825396826, 0 
0.0, 0.5555555555555556, 0.0, 0.1, 0.0, -1.1648024303654004e-31, -1.999999999999998, 0.4444444444444444, 1.5555555555555542, 1.0, 0.0, 0.0, 1.6296296296296313, 2.3703703703703707, 0 
0.0, 0.5555555555555556, 2.0, 0.1, 0.08579019544749117, 0.15469569057554813, -1.999999999999998, 0.4444444444444444, 1.5555555555555542, 0.6832523236085493, 0.20126893591947057, 0.11547874047197947, 1.6296296296296313, 2.3703703703703707, 0 
0.0, 0.6349206349206349, 0.0, 0.1, -4.622231866529366e-32, -2.912006075913501e-32, -1.9999999999999996, 0.36507936507936534, 1.6349206349206358, 1.0, 0.0, 0.0, 1.576719576719577, 2.423280423280427, 0 
0.0, 0.6349206349206349, 2.0, 0.1, 0.09807197993947764, 0.15481025662526118, -1.9999999999999996, 0.36507936507936534, 1.6349206349206358, 0.6807643402851972, 0.20865381982714015, 0.11058183988766235, 1.576719576719577, 2.423280423280427, 0 
0.0, 0.7142857142857142, 0.0, 0.1, -4.622231866529366e-33, 5.629878413432768e-31, -1.9999999999999991, 0.28571428571428575, 1.7142857142857149, 1.0, 0.0, 0.0, 1.523809523809526, 2.476190476190476, 0 
0.0, 0.7142857142857142, 2.0, 0.1, 0.11036325205467548, 0.15493367546377404, -1.9999999999999991, 0.28571428571428575, 1.7142857142857149, 0.6779547935744521, 0.21620422924011162, 0.10584097718543614, 1.523809523809526, 2.476190476190476, 0 
0.0, 0.7936507936507936, 0.0, 0.1, 4.3140830754274083e-32, 3.397340421899084e-31, -1.9999999999999984, 0.20634920634920628, 1.7936507936507955, 1.0, 0.0, 0.0, 2.5291005291005257, 1.4708994708994712, 0 
0.0, 0.7936507936507936, 2.0, 0.1, 0.12266462683848939, 0.15506362541321786, -1.9999999999999984, 0.20634920634920628, 1.7936507936507955, 0.6748274811850385, 0.22391857282672523, 0.1012539459882359, 2.5291005291005257, 1.4708994708994712, 0 
