J, B, T, Ox, Oy, Oz, p1, p2, p3, p4, p5, p6, m, chi
0.2753333333333333, 5.0, 0.1, 1.4480563509942142e-08, -2.186048364528874e-08, -1.2549288998675682e-07, 0.9999546021312868, 4.5397868702426493e-05, 1.9286622868313506e-22, 3.9752692589631505e-31, 3.975269258963108e-31, 3.719907092499519e-44, 0.9999546021312793, 0.003921978869079723
0.2753333333333333, 5.0, 0.5, -1.333259412775287e-07, -6.714758624711094e-08, -4.518569384477284e-08, 0.8807605662625773, 0.11919798069878507, 3.998646784588733e-05, 7.323777055012572e-07, 7.323777055012543e-07, 1.81538283165314e-09, 0.8807605644471936, 0.28616482964924506
0.408, 0.0, 0.1, -3.3978479592649874e-08, -9.935840959394285e-08, -1.233859811062972e-08, 0.999999999999999, 4.248354255291611e-18, 4.248354255291608e-18, 4.248354255291602e-18, 8.756510762696543e-27, 8.75651076269648e-27, 1.1257764768675727e-18, 3.7701205911271944e-16
0.408, 0.0, 0.5, 8.295560451526728e-08, -5.2784582182489925e-08, 2.4523724869179395e-07, 0.9989823603369998, 0.0003351212478269446, 0.00033512124782688425, 0.00033512124782688414, 6.137959759139208e-06, 6.137959759137724e-06, 1.1362120114270312e-18, 0.001537906574930923
0.408, 0.3333333333333333, 0.1, 4.1364905596673936e-10, -5.8914824825396747e-08, 0.0, 1.0000000000000275, 1.1908827290339915e-16, 4.248354255291654e-18, 1.5155576144004463e-19, 8.756510762696638e-27, 8.756510762696575e-27, 1.189420449495924e-16, 3.7701205911271944e-16
0.408, 0.3333333333333333, 0.5, -9.426210744167005e-10, -1.1543613613485531e-07, -1.130734223480454e-07, 0.9988279999075136, 0.0006526262044065441, 0.000335069465671579, 0.0001720303997408966, 6.137011335881747e-06, 6.137011335881424e-06, 0.00048059580466591463, 0.001537906574930923
0.408, 0.6666666666666666, 0.1, -4.306876837581312e-08, 0.0, -4.4260876104051746e-08, 0.9999999999999971, 3.3382377953649862e-15, 4.2483542552915534e-18, 5.40659922534997e-21, 8.756510762696339e-27, 8.756510762695968e-27, 3.4244845985616446e-15, 1.0577736171558566e-14
0.408, 0.6666666666666666, 0.5, 1.3406872215732785e-07, 1.7560882270481853e-07, -4.322076829428726e-08, 0.9982941032140181, 0.0012704628194283767, 0.0003348903632837558, 8.827614134413448e-05, 6.133730961222233e-06, 6.133730961222214e-06, 0.0011821866780843237, 0.002245090794938909
0.408, 1.0, 0.1, 1.3976021068234793e-08, -3.4076309714764983e-08, -6.455327135601584e-09, 0.9999999999998942, 9.357622968839433e-14, 4.2483542552912176e-18, 1.928749847963741e-22, 8.756510762695841e-27, 8.756510762695716e-27, 9.357918918841201e-14, 2.8849505468752116e-13
0.408, 1.0, 0.5, 1.8836409871973974e-07, 1.339273671483727e-07, -7.623421646191431e-08, 0.9971363210495814, 0.0024716538262347446, 0.000334501970636335, 4.5269918939274436e-05, 6.126617301745109e-06, 6.126617301744888e-06, 0.002426383907295879, 0.0039814311334769766
0.408, 1.3333333333333333, 0.1, -3.943785833863435e-08, -1.6515397753109153e-08, -1.6515397753109153e-08, 0.9999999999973711, 2.6230937696624176e-12, 4.248354255280431e-18, 6.880620924459906e-24, 8.756510762673564e-27, 8.756510762673501e-27, 2.6231225021584196e-12, 8.094538601504024e-12
0.408, 1.3333333333333333, 0.5, -5.5139628773006374e-08, 5.501400314890215e-08, -2.1506253377327633e-08, 0.9948278797580332, 0.004802979255941166, 0.00033372757485431505, 2.3188543669093735e-05, 6.112433748244634e-06, 6.112433748244618e-06, 0.004779790712272123, 0.007530901775923982
0.408, 1.6666666666666665, 0.1, 6.46789138389163e-08, -8.440201650062858e-08, -1.0790739810488849e-07, 0.9999999999264578, 7.352958060912825e-11, 4.248354254978875e-18, 2.4545922506689053e-25, 8.756510762052237e-27, 8.756510762045392e-27, 7.353135452838706e-11, 2.2690634248393167e-10
0.408, 1.6666666666666665, 0.5, -3.328755588598124e-08, 1.9532786616693228e-08, -3.157879227724473e-08, 0.9903311191044731, 0.009312640625191163, 0.0003322190797084215, 1.1851581239348685e-05, 6.084804695887033e-06, 6.084804695886971e-06, 0.009300789043951962, 0.014467194661375485
0.408, 2.0, 0.1, 7.139543748315227e-06, -2.7441521606253735e-08, 4.993557178220762e-08, 0.999999997938845, 2.061153618190164e-09, 4.248354246534952e-18, 8.756516924698689e-27, 8.756510744647994e-27, 8.756504564601256e-27, 2.061154171641073e-09, 6.3603930147605946e-09
0.408, 2.0, 0.5, 3.256326019999284e-06, -1.3805729759441092e-07, -5.308800914251807e-08, 0.9816726293191768, 0.017979961385564184, 0.0003293144799713786, 6.031606001115377e-06, 6.03160509598703e-06, 6.031604190858861e-06, 0.017973929780468783, 0.027754050356853827
0.408, 2.333333333333333, 0.1, 7.116541551774281e-08, 5.840517873876969e-08, -6.998089688795281e-09, 0.9999999422225344, 5.777748185595384e-08, 4.248354009832396e-18, 8.756510256767458e-27, 8.756510256767365e-27, 3.123796886450678e-28, 5.777748187234331e-08, 1.7829224864224716e-07
0.408, 2.333333333333333, 0.5, -6.342762259858858e-08, 5.7463972312032004e-08, 4.6160924989302164e-08, 0.9652277672279873, 0.034433528946674334, 0.0003237978433187729, 5.930564371177711e-06, 5.9305643711776e-06, 3.044853273687246e-06, 0.03443048409340132, 0.05266097380138411
0.408, 2.6666666666666665, 0.1, -3.4481438632659976e-09, 1.2970393802851407e-08, -3.115308393722606e-08, 0.9999983804058212, 1.6195941692230755e-06, 4.248347374681774e-18, 8.756496580702911e-27, 8.756496580702538e-27, 1.1143813529918332e-29, 1.6195941697465133e-06, 4.997813401197344e-06
0.408, 2.6666666666666665, 0.5, 7.838615039842218e-07, 5.208315101670755e-08, 8.147379770391123e-08, 0.9347254819215657, 0.06494795242980542, 0.00031356546653284564, 5.74315185299326e-06, 5.743151852993092e-06, 1.5138783922129428e-06, 0.06494643855141624, 0.09765105426564775
0.408, 3.0, 0.1, 4.880214402118422e-07, -2.748576924832001e-07, -7.643353247446656e-08, 0.9999546021313047, 4.539786870243021e-05, 4.248161389062589e-18, 8.75611323577078e-27, 8.756113235769784e-27, 3.975269258962727e-31, 4.539786870814558e-05, 0.00014009047852287703
0.408, 3.0, 0.5, -5.1803485991123326e-08, -1.478160478035546e-07, 2.2385342885213857e-07, 0.8805267293991264, 0.11916633432061782, 0.0002953838105825996, 5.410143208210019e-06, 5.410143208209155e-06, 7.321832634334644e-07, 0.11916560213739112, 0.17350132347511962
0.408, 3.333333333333333, 0.1, 0.35580703121700935, -1.807733754973805e-07, -8.942689419765205e-08, 0.9987289837369179, 0.0012710162630808455, 4.242954527940835e-18, 8.745381095109092e-27, 8.74538109510695e-27, 1.4163991169184163e-32, 0.0012710162631121417, 0.003921978862092787
0.408, 3.333333333333333, 0.5, -1.0959593776001784e-07, -1.5125812201590882e-07, 6.283572913886231e-07, 0.7911734687180986, 0.20855106210672894, 0.00026540913094257626, 4.861137800121315e-06, 4.861137800116976e-06, 3.377686312213107e-07, 0.20855072433860294, 0.28603239104387784
0.408, 3.6666666666666665, 0.1, 0.47221124527609615, 5.2125575111485074e-08, 5.2125575111485074e-08, 0.9655548043337941, 0.034445195666198795, 4.102018861707889e-18, 8.45489103612106e-27, 8.454891036120309e-27, 4.885023416579144e-34, 0.034445195666251906, 0.10615737409004725
0.408, 3.6666666666666665, 0.5, 3.1383037015697644e-05, 3.271565003816238e-07, 1.8066722028955495e-07, 0.6606044802366675, 0.3391656490630049, 0.00022160811494432138, 4.058894208133503e-06, 4.058894208133305e-06, 1.4479696497813546e-07, 0.33916550426613284, 0.41796729576809566
0.408, 4.0, 0.1, 0.5045262366142051, 5.87473861885148e-08, -2.108451961473474e-09, 0.500000016755437, 0.4999999832445469, 2.1241771276457883e-18, 4.378255381348296e-27, 4.378255381348296e-27, 9.024256939227151e-36, 0.49999999999999245, 1.4897753738679698
0.408, 4.0, 0.5, 0.051730359572563396, -2.559676886547833e-07, 1.4578925385728093e-06, 0.49991451764154843, 0.49991158081156817, 0.00016770214521540986, 3.0715719326406345e-06, 3.0715719326312193e-06, 5.625780233857695e-08, 0.49991299296890407, 0.5143919638488679
0.408, 4.333333333333333, 0.1, 0.4790624080296237, 6.603011797186787e-08, 0.0, 0.9655548043337839, 0.03444519566621141, 1.4633539358289933e-19, 3.0161972657437093e-28, 3.016197265743634e-28, 2.2177972000084916e-38, 0.9655548043337835, 1.4897753738681314
0.408, 4.333333333333333, 0.5, 3.254529683050513e-06, -3.978964254575765e-08, -5.9079060512010084e-08, 0.6606784140443183, 0.3392036079456411, 0.00011379013371545999, 2.084138998233151e-06, 2.08413899823314e-06, 1.95983314358958e-08, 0.6606783944459769, 0.514449284726633
0.408, 4.666666666666666, 0.1, 0.39099164246679957, -3.706667869499042e-08, -1.126239347385801e-06, 0.9987289837370137, 0.0012710162629831153, 5.3997273495708156e-21, 1.112966758693599e-29, 1.112966758668281e-29, 2.919416170467676e-41, 0.9987289837314504, 0.10615737407253398
0.408, 4.666666666666666, 0.5, -3.4563936268776464e-06, -2.0419098950362216e-08, -1.7812541598298446e-06, 0.7913340613728422, 0.20859339386716594, 6.99752880703975e-05, 1.281642107436207e-06, 1.2816421074325502e-06, 6.187704004639177e-09, 0.7913340551808619, 0.41809811435163197
0.408, 5.0, 0.1, 0.16731159620799346, -6.078446238397479e-07, -2.7213561084924424e-07, 0.9999546021312891, 4.53978687023482e-05, 1.9286622868294005e-22, 3.97526925896087e-31, 3.975269258958639e-31, 3.719907092493474e-44, 0.999954602131199, 0.00392197887919572
0.408, 5.0, 0.5, 2.182880298976864e-05, 3.615875392380454e-08, -5.293076058200224e-07, 0.8807605662626972, 0.11919798069865668, 3.998646784586435e-05, 7.323777055009917e-07, 7.32377705500833e-07, 1.8153828316513137e-09, 0.8807605644470904, 0.2861648296519313
0.5406666666666666, 0.0, 0.1, 2.519005749828003e-06, -7.041956756063696e-08, -1.2942450839281936e-09, 0.9999999999999966, 4.2483542552915665e-18, 4.248354255291565e-18, 4.248354255291548e-18, 8.756510762696553e-27, 8.75651076269646e-27, 1.1257763217712079e-18, 5.592115639889312e-16
0.5406666666666666, 0.0, 0.5, 2.6336479468399947e-06, 1.7401175301063944e-07, 4.963464138018848e-08, 0.998982360337004, 0.00033512124782690794, 0.00033512124782690377, 0.0003351212478269036, 6.137959759139555e-06, 6.137959759139452e-06, 1.1362955566436556e-18, 0.001537906574930825
0.5406666666666666, 0.3333333333333333, 0.1, 2.825982467140331e-06, 3.5256685613447206e-08, 3.920072710885466e-08, 0.9999999999999886, 1.1908827290339772e-16, 4.248354255291515e-18, 1.5155576144004485e-19, 8.756510762696484e-27, 8.756510762695861e-27, 1.758793900683122e-16, 5.592115639889312e-16
0.5406666666666666, 0.3333333333333333, 0.5, 2.7520813134450893e-06, -2.1605761690898314e-08, -8.020233440231223e-08, 0.9988279999075065, 0.000652626204406544, 0.0003350694656715789, 0.00017203039974089573, 6.137011335881749e-06, 6.137011335881458e-06, 0.000480595804665884, 0.001537906574930825
0.5406666666666666, 0.6666666666666666, 0.1, 3.57715384583044e-06, 7.67444056209705e-09, 2.4908283934915502e-08, 0.9999999999999866, 3.338237795365007e-15, 4.2483542552915465e-18, 5.406599225349937e-21, 8.75651076269634e-27, 8.756510762696217e-27, 3.386201029268046e-15, 1.0273029245439148e-14
0.5406666666666666, 0.6666666666666666, 0.5, 3.4167073897713347e-06, -1.347607588516813e-07, -1.8110261113905766e-07, 0.9982941032140282, 0.0012704628194283665, 0.00033489036328373747, 8.827614134414244e-05, 6.1337309612219356e-06, 6.133730961220356e-06, 0.0011821866780867328, 0.0022450907949467165
0.5406666666666666, 1.0, 0.1, 3.793000076863194e-06, -1.6112275988028077e-08, -3.7526699727724647e-10, 0.9999999999999148, 9.357622968839311e-14, 4.248354255291184e-18, 1.9287498479637537e-22, 8.756510762695744e-27, 8.75651076269568e-27, 9.357624706657128e-14, 2.8860814731937033e-13
0.5406666666666666, 1.0, 0.5, 3.5474739777242685e-06, -1.0301897267288584e-09, -3.431744573787446e-08, 0.9971363210495843, 0.002471653826234753, 0.0003345019706363364, 4.5269918939274064e-05, 6.126617301745124e-06, 6.126617301745045e-06, 0.0024263839072956217, 0.003981431133468444
0.5406666666666666, 1.3333333333333333, 0.1, 3.5887019529873884e-07, -3.380255969168674e-08, -3.3802559691686744e-08, 0.9999999999973465, 2.6230937696624184e-12, 4.248354255280395e-18, 6.880620924460151e-24, 8.756510762673502e-27, 8.756510762672788e-27, 2.6233051348218098e-12, 8.095132440816763e-12
0.5406666666666666, 1.3333333333333333, 0.5, 7.118112861142709e-07, -2.3255613119683008e-08, -1.5126215436974495e-08, 0.9948278797580404, 0.00480297925594114, 0.0003337275748543141, 2.3188543669093613e-05, 6.1124337482446055e-06, 6.1124337482445995e-06, 0.004779790712272086, 0.007530901775924685
0.5406666666666666, 1.6666666666666665, 0.1, 3.300572413704014e-08, -3.766889051921011e-08, 4.025108602682379e-08, 0.9999999999264794, 7.352958060913034e-11, 4.2483542549790975e-18, 2.454592250667781e-25, 8.756510762052331e-27, 8.7565107620509e-27, 7.35300140456182e-11, 2.2690146851454843e-10
0.5406666666666666, 1.6666666666666665, 0.5, -1.6638043119901766e-07, -1.1423041327733864e-07, -1.3437299705979256e-07, 0.9903311191044729, 0.009312640625190828, 0.0003322190797084081, 1.1851581239352446e-05, 6.084804695886805e-06, 6.084804695884273e-06, 0.009300789043956169, 0.014467194661389066
0.5406666666666666, 2.0, 0.1, 4.5603000450270426e-07, -4.186705163323356e-09, -2.9571815422553595e-08, 0.9999999979388546, 2.061153618190162e-09, 4.248354246535027e-18, 8.756515594510037e-27, 8.756510744647924e-27, 8.756505894788248e-27, 2.0611539590327925e-09, 6.360396623958958e-09
0.5406666666666666, 2.0, 0.5, 2.419096022845523e-07, -5.343684643752738e-08, -1.4916593925684955e-07, 0.9816726293191792, 0.017979961385563382, 0.00032931447997136375, 6.031608466165101e-06, 6.031605095986799e-06, 6.031601725810026e-06, 0.017973929780475646, 0.027754050356862327
0.5406666666666666, 2.333333333333333, 0.1, 2.586328665308245e-07, -6.559537929455875e-08, -1.1664676746582061e-08, 0.9999999422225332, 5.7777481855954394e-08, 4.24835400983236e-18, 8.75651025676748e-27, 8.756510256767386e-27, 3.12379688645063e-28, 5.7777481935917646e-08, 1.7829224952603154e-07
0.5406666666666666, 2.333333333333333, 0.5, 7.34145201241015e-08, -9.591192180567395e-08, 2.82152692557596e-08, 0.9652277672279845, 0.03443352894667423, 0.00032379784331877377, 5.930564371177688e-06, 5.93056437117763e-06, 3.0448532736872864e-06, 0.03443048409340095, 0.05266097380136098
0.5406666666666666, 2.6666666666666665, 0.1, 4.410781580864963e-06, -8.790818529481917e-08, 3.87307814706529e-07, 0.9999983804058472, 1.6195941692178643e-06, 4.248347374671768e-18, 8.756496580741278e-27, 8.756496580682078e-27, 1.1143813529800168e-29, 1.6195943112920463e-06, 4.997813853939612e-06
0.5406666666666666, 2.6666666666666665, 0.5, 1.6018084815757412e-08, 1.2902032874275263e-07, -1.4011621809060156e-07, 0.9347254819215676, 0.0649479524298011, 0.0003135654665328314, 5.743151852993824e-06, 5.743151852992813e-06, 1.5138783922126108e-06, 0.06494643855142485, 0.09765105426567647
0.5406666666666666, 3.0, 0.1, 0.36520939221456, 7.20078827617977e-08, 3.935192049060133e-08, 0.9999546021312938, 4.539786870243164e-05, 4.248161389062726e-18, 8.75611323577084e-27, 8.756113235770155e-27, 3.975269258962979e-31, 4.539786870630587e-05, 0.00014009047806404424
0.5406666666666666, 3.0, 0.5, 0.11023739679708694, 6.091254649790362e-07, -5.005606653697567e-06, 0.880526729415868, 0.11916633430389176, 0.0002953838105573471, 5.410143208566593e-06, 5.410143207719153e-06, 7.321832632273923e-07, 0.11916560215421924, 0.17350132352894207
0.5406666666666666, 3.333333333333333, 0.1, 0.47992885046379125, 1.836356353033365e-08, 5.941491267870078e-07, 0.9987289837369513, 0.0012710162630425602, 4.242954527865086e-18, 8.745381095088445e-27, 8.74538109492278e-27, 1.4163991168677708e-32, 0.0012710162655063626, 0.003921978869760182
0.5406666666666666, 3.333333333333333, 0.5, 0.35330412091380814, 8.357651015116886e-08, 4.3722759517379725e-07, 0.791173468718172, 0.2085510621066511, 0.00026540913094252736, 4.861137800122527e-06, 4.8611378001149015e-06, 3.377686312211552e-07, 0.20855072433863314, 0.28603239099012445
0.5406666666666666, 3.6666666666666665, 0.1, 0.5315392464781378, -1.2350087267925613e-07, -2.566599075021451e-07, 0.9655548043342421, 0.03444519566577497, 4.1020188616813756e-18, 8.454891036087465e-27, 8.454891036060342e-27, 4.885023416533198e-34, 0.034445195667674754, 0.10615737408693886
0.5406666666666666, 3.6666666666666665, 0.5, 0.4319797128840617, 8.539508373304023e-08, -3.3919298843874083e-07, 0.6606044802374421, 0.3391656490622344, 0.0002216081149441656, 4.0588942081334335e-06, 4.058894208129715e-06, 1.4479696497791907e-07, 0.33916550426621495, 0.41796729576826175
0.5406666666666666, 4.0, 0.1, 0.5461232084204823, 9.245701239947646e-08, -3.443407569659448e-07, 0.5000032409334965, 0.4999967590665068, 2.1241771275991134e-18, 4.3782553812692406e-27, 4.378255381247107e-27, 9.024256938986232e-36, 0.5000000000002058, 1.4897753738640995
0.5406666666666666, 4.0, 0.5, 0.4569942997522551, -1.326685361777578e-07, -1.8094236474751015e-07, 0.4999133629380214, 0.499912735515091, 0.0001677021452162585, 3.071571932647615e-06, 3.071571932646897e-06, 5.625780233912227e-08, 0.49991299296876074, 0.5143919638481466
0.5406666666666666, 4.333333333333333, 0.1, 0.5310834356825764, 1.2025160304390487e-07, -3.830697514511479e-08, 0.9655548043338157, 0.03444519566620153, 1.4633539358287814e-19, 3.0161972657433694e-28, 3.0161972657432085e-28, 2.2177972000080445e-38, 0.9655548043337738, 1.4897753738674175
0.5406666666666666, 4.333333333333333, 0.5, 0.444298282176079, 1.3192753172105205e-08, -2.278625422978684e-07, 0.6606784140447309, 0.33920360794522686, 0.00011379013371541917, 2.0841389982328954e-06, 2.0841389982322364e-06, 1.959833143588308e-08, 0.6606783944459529, 0.5144492847270149
0.5406666666666666, 4.666666666666666, 0.1, 0.4865472088971788, 8.357422090545867e-08, -8.759293231395795e-08, 0.998728983736912, 0.0012710162630804136, 5.399727349804266e-21, 1.1129667587231451e-29, 1.1129667587228958e-29, 2.9194161706546324e-41, 0.9987289837368561, 0.10615737408986341
0.5406666666666666, 4.666666666666666, 0.5, 0.39461319228509034, 3.295069009262337e-08, -2.0971472854580645e-06, 0.7913340613819425, 0.20859339385806738, 6.997528806902207e-05, 1.2816421074278513e-06, 1.2816421074004963e-06, 6.18770400442485e-09, 0.7913340551782829, 0.4180981143434561
0.5406666666666666, 5.0, 0.1, 0.40511513683707145, -1.640059439403664e-08, 1.1919848338025274e-08, 0.9999546021312927, 4.539786870243353e-05, 1.9286622868315321e-22, 3.975269258963469e-31, 3.975269258963441e-31, 3.719907092500069e-44, 0.9999546021312924, 0.003921978862195985
0.5406666666666666, 5.0, 0.5, 0.29325335997693136, -2.8546932458076783e-08, 2.308375612496413e-06, 0.8807605662680983, 0.11919798069326164, 3.998646784489447e-05, 7.323777054929921e-07, 7.323777054798934e-07, 1.8153828315739104e-09, 0.8807605644430511, 0.28616482964725803
0.6733333333333333, 0.0, 0.1, -2.511875149313657e-08, 1.1745808235056616e-07, 1.1745808235056616e-07, 1.0000000000000033, 4.248354255293192e-18, 4.248354255290799e-18, 4.248354255290771e-18, 8.7565107626949e-27, 8.756510762688305e-27, 1.1257696526275192e-18, 2.1040543204491478e-15
0.6733333333333333, 0.0, 0.5, 9.260329615428352e-09, -6.419382379219094e-08, -1.7627178166289956e-07, 0.9989823603370043, 0.0003351212478269619, 0.00033512124782687704, 0.00033512124782687704, 6.1379597591390775e-06, 6.137959759136995e-06, 1.1361971219740569e-18, 0.001537906574936686
0.6733333333333333, 0.3333333333333333, 0.1, -1.718994085730995e-08, 9.726755726559052e-08, 9.690957346689578e-08, 1.0000000000000002, 1.1908827290339896e-16, 4.2483542552910096e-18, 1.5155576144006088e-19, 8.756510762695527e-27, 8.756510762690736e-27, 6.586427447929862e-16, 2.1040543204491478e-15
0.6733333333333333, 0.3333333333333333, 0.5, -8.259633421349921e-08, -2.090024380095942e-08, -1.9070716040953465e-07, 0.9988279999075071, 0.0006526262044065536, 0.0003350694656715493, 0.00017203039974090977, 6.137011335881207e-06, 6.137011335878712e-06, 0.00048059580466771555, 0.001537906574936686
0.6733333333333333, 0.6666666666666666, 0.1, -3.619912576071846e-09, -3.8248908079190445e-08, 5.059818764425718e-08, 1.0000000000000047, 3.3382377953650103e-15, 4.248354255291437e-18, 5.406599225350197e-21, 8.756510762696157e-27, 8.756510762694818e-27, 3.6452330429597435e-15, 9.557088954133623e-15
0.6733333333333333, 0.6666666666666666, 0.5, -7.116903823889799e-08, -2.4563618193694675e-08, -6.894821959200871e-08, 0.9982941032140229, 0.0012704628194283713, 0.0003348903632837525, 8.827614134413601e-05, 6.1337309612221964e-06, 6.133730961221852e-06, 0.0011821866780847997, 0.0022450907949346692
0.6733333333333333, 1.0, 0.1, -1.3898905109948831e-08, 3.099693246738615e-08, 2.7814113718719698e-08, 0.9999999999999069, 9.35762296883922e-14, 4.2483542552912006e-18, 1.9287498479638137e-22, 8.756510762695861e-27, 8.756510762695207e-27, 9.372588043378056e-14, 2.882580716506266e-13
0.6733333333333333, 1.0, 0.5, -3.6287148608816306e-08, 1.688716042823059e-08, -3.8329329803684e-08, 0.9971363210495888, 0.0024716538262347532, 0.0003345019706363359, 4.526991893927426e-05, 6.1266173017450924e-06, 6.126617301744959e-06, 0.002426383907295762, 0.003981431133475079
0.6733333333333333, 1.3333333333333333, 0.1, -7.437527137239407e-08, -8.126973683411308e-08, -7.50314507374858e-08, 0.9999999999973671, 2.6230937696623e-12, 4.248354255280105e-18, 6.880620924462273e-24, 8.756510762673062e-27, 8.756510762668022e-27, 2.6247089535624575e-12, 8.099145834011766e-12
0.6733333333333333, 1.3333333333333333, 0.5, 1.1323114190774173e-07, 1.3261254333598907e-08, -1.4696128447938797e-07, 0.994827879758042, 0.004802979255940986, 0.0003337275748542939, 2.3188543669099807e-05, 6.112433748244243e-06, 6.112433748241662e-06, 0.00477979071227797, 0.007530901775943066
0.6733333333333333, 1.6666666666666665, 0.1, 2.647353749998197e-06, -4.552045126429823e-08, -4.952954053158638e-08, 0.9999999999264816, 7.352958060912895e-11, 4.248354254979037e-18, 2.4545922506682836e-25, 8.756510762052258e-27, 8.756510762048494e-27, 7.353059849692046e-11, 2.268988465387456e-10
0.6733333333333333, 1.6666666666666665, 0.5, 1.1737401713620647e-06, 7.276920601568775e-09, -1.9105529225222565e-07, 0.9903311191044762, 0.009312640625190232, 0.0003322190797083815, 1.1851581239360825e-05, 6.084804695886295e-06, 6.084804695878406e-06, 0.009300789043965576, 0.01446719466140034
0.6733333333333333, 2.0, 0.1, 1.9313712355688295e-05, -5.533332065755496e-08, 7.184542587229602e-08, 0.9999999979388651, 2.0611536181900007e-09, 4.248354246534672e-18, 8.756525418741283e-27, 8.75651074464705e-27, 8.75649607057688e-27, 2.061156738496066e-09, 6.360403647997265e-09
0.6733333333333333, 2.0, 0.5, 1.672156060638242e-06, 1.0887142922534625e-07, -9.082741419351009e-08, 0.9816726293191788, 0.017979961385563806, 0.00032931447997137025, 6.031607651632668e-06, 6.0316050959868784e-06, 6.031602540342022e-06, 0.01797392978047256, 0.027754050356822352
0.6733333333333333, 2.333333333333333, 0.1, 0.17166529921043394, -5.8479914702997976e-08, -1.720217966644404e-08, 0.9999999422225048, 5.777748185595296e-08, 4.2483540098323544e-18, 8.756510256767604e-27, 8.7565102567672e-27, 3.123796886450486e-28, 5.777748214320424e-08, 1.7829224129506614e-07
0.6733333333333333, 2.333333333333333, 0.5, 6.654479894545144e-07, -6.888708193704479e-07, -4.1735958235797163e-07, 0.9652277672280228, 0.03443352894664648, 0.000323797843318553, 5.930564371204677e-06, 5.930564371173552e-06, 3.0448532736674896e-06, 0.034430484093518454, 0.052660973801746856
0.6733333333333333, 2.6666666666666665, 0.1, 0.4211834589090946, 8.004623245702655e-08, -2.9691500478967264e-07, 0.9999983804058228, 1.6195941692165072e-06, 4.248347374669048e-18, 8.756496580759575e-27, 8.756496580668269e-27, 1.1143813529768143e-29, 1.6195943493859093e-06, 4.9978139751766566e-06
0.6733333333333333, 2.6666666666666665, 0.5, 0.35902898643493164, -2.5293094339811523e-07, 5.560849886272722e-08, 0.9347254819215666, 0.06494795242980507, 0.00031356546653284434, 5.743151852993393e-06, 5.743151852993006e-06, 1.5138783922128985e-06, 0.06494643855141784, 0.09765105426527802
0.6733333333333333, 3.0, 0.1, 0.5157090933823711, 1.6529105937293505e-08, 4.2274607090062423e-07, 0.9999546021313014, 4.5397868701823785e-05, 4.24816138902546e-18, 8.756113235821488e-27, 8.756113235673633e-27, 3.975269258862709e-31, 4.539786945734121e-05, 0.00014009048034545698
0.6733333333333333, 3.0, 0.5, 0.4750574475471713, -4.210446700985383e-08, 8.080432606990403e-08, 0.8805267293991113, 0.11916633432062593, 0.0002953838105826117, 5.410143208209916e-06, 5.410143208209301e-06, 7.321832634335675e-07, 0.11916560213738207, 0.17350132347508557
0.6733333333333333, 3.333333333333333, 0.1, 0.565072135736449, 0.0, 1.206517036769742e-06, 0.9987289837371575, 0.0012710162628447974, 4.242954527474223e-18, 8.745381094980325e-27, 8.745381093974875e-27, 1.416399116606537e-32, 0.0012710162778648427, 0.003921978906904005
0.6733333333333333, 3.333333333333333, 0.5, 0.5323763878191308, -5.495808587659816e-08, 1.2372237421671085e-06, 0.7911734687239074, 0.2085510621009202, 0.00026540913093899064, 4.861137800143997e-06, 4.861137800032664e-06, 3.3776863120970307e-07, 0.2085507243409611, 0.28603239105145295
0.6733333333333333, 3.6666666666666665, 0.1, 0.5884822985525257, 4.12569264496005e-08, 2.702802440863024e-07, 0.9655548043344635, 0.034445195665538116, 4.102018861666544e-18, 8.454891036068617e-27, 8.454891036027165e-27, 4.885023416507556e-34, 0.0344451956684689, 0.106157374049933
0.6733333333333333, 3.6666666666666665, 0.5, 0.5596501538036638, -3.9487249807829633e-08, 7.047931856031819e-08, 0.6606044802366399, 0.33916564906302926, 0.0002216081149443248, 4.058894208133552e-06, 4.058894208133293e-06, 1.447969649781415e-07, 0.33916550426612946, 0.4179672957605387
0.6733333333333333, 4.0, 0.1, 0.5926956920730321, 9.316085781307006e-08, -5.9137957917280234e-08, 0.5000006497103304, 0.49999935028967046, 2.12417712764391e-18, 4.378255381345097e-27, 4.378255381344211e-27, 9.024256939217541e-36, 0.5000000000000082, 1.4897753738609256
0.6733333333333333, 4.0, 0.5, 0.5657849572622057, 7.905588401022171e-08, 8.741075135968154e-07, 0.4999149319754935, 0.4999111664776282, 0.00016770214521483767, 3.071571932641241e-06, 3.0715719326153324e-06, 5.625780233820931e-08, 0.4999129929690012, 0.5143919638491896
0.6733333333333333, 4.333333333333333, 0.1, 0.5802331200501036, 1.2184812396181975e-08, -4.7156736629836186e-07, 0.9655548043359583, 0.03444519566403925, 1.463353935781168e-19, 3.016197265670263e-28, 3.0161972656371084e-28, 2.2177971999131524e-38, 0.9655548043270735, 1.489775373846609
0.6733333333333333, 4.333333333333333, 0.5, 0.5540011860241748, 1.4454369994157296e-08, 4.7064339615575215e-08, 0.6606784140443356, 0.3392036079456219, 0.0001137901337154582, 2.0841389982331406e-06, 2.0841389982330983e-06, 1.9598331435895232e-08, 0.6606783944459745, 0.5144492847263147
