J, B, T, Ox, Oy, p1, p2, p3, m, chi
0.9031496062992126, 0.0, 0.1, 0.5510307858191177, 3.3835226942125026e-08, 0.9999999999999638, 3.877751384666022e-14, 8.258359830881612e-19, 0.0, 0.13047028803023758
0.9031496062992126, 0.1, 0.1, 0.5526647650286597, 9.126570962588574e-08, 0.9999999999999648, 4.074922594831755e-14, 7.232428909516574e-19, 0.0065235144015118795, 0.13047028803023758
0.9188188976377953, 0.0, 0.1, 0.5907784542540717, 1.4621817257744622e-07, 0.9999999999999883, 1.624297076631634e-14, 1.9350719533418682e-19, 7.888609052210118e-31, 0.14511747743669054
0.9188188976377953, 0.1, 0.1, 0.5919397856586397, 8.572642558154846e-08, 0.9999999999999866, 1.7047533859603146e-14, 1.723130388513052e-19, 0.007255873871834527, 0.14511747743669054
0.934488188976378, 0.0, 0.1, 0.6219926248989379, 1.1253642633651479e-07, 1.0000000000000036, 7.138649461896616e-15, 5.4036158438023504e-20, 1.3877787807814457e-17, 0.15667270467408956
0.934488188976378, 0.1, 0.1, 0.6228864976394987, 1.1502499882294811e-07, 0.9999999999999933, 7.48219579357662e-15, 4.8624189423973754e-20, 0.007833635233704492, 0.15667270467408956
0.9501574803149606, 0.0, 0.1, 0.6478922041083119, 5.2510358676052544e-08, 0.9999999999999949, 3.227551191361212e-15, 1.6772976738505108e-20, 1.97216730938022e-31, 0.1662031597108589
0.9501574803149606, 0.1, 0.1, 0.6486103098184279, 4.2068249877578105e-07, 0.9999999999999927, 3.378673494025577e-15, 1.5206891995180042e-20, 0.008310157985542944, 0.1662031597108589
0.9658267716535434, 0.0, 0.1, 0.670075725199449, 9.888800659156326e-08, 0.9999999999999988, 1.4867674314463204e-15, 5.594123701124999e-21, 0.0, 0.17425997962229817
0.9658267716535434, 0.1, 0.1, 0.6706682563752904, 5.158581411321593e-08, 1.0000000000000022, 1.5546347659880967e-15, 5.101291367187862e-21, 0.00871299898111491, 0.17425997962229817
0.981496062992126, 0.0, 0.1, 0.6894540904791026, 4.345095093708494e-07, 1.0000000000000033, 6.9435818590918915e-16, 1.9676587647129445e-21, 2.775557561562901e-17, 0.1811709892813842
0.981496062992126, 0.1, 0.1, 0.6899505486460118, 2.008895829032266e-07, 1.0000000000000084, 7.253475450981773e-16, 1.8028275417515485e-21, 0.009058549464069239, 0.1811709892813842
0.9971653543307087, 0.0, 0.1, 0.7066454085274174, 1.6294008995665328e-07, 1.0000000000000062, 3.2752575099101726e-16, 7.206168301827384e-22, 4.1633363423443346e-17, 0.18716283583657486
0.9971653543307087, 0.1, 0.1, 0.7070666833015247, 9.323180355172944e-07, 0.9999999999999987, 3.4184197959336043e-16, 6.628656147851743e-22, 0.009358141791828785, 0.18716283583657486
1.0128346456692914, 0.0, 0.1, 0.7220568998240797, 1.389342664623154e-07, 0.9999999999999986, 1.5571874965101597e-16, 2.726003068996533e-22, 1.1754943508222875e-38, 0.19239213719632722
1.0128346456692914, 0.1, 0.1, 0.7224179780456659, 3.050786957159141e-07, 0.9999999999999998, 1.623938881073843e-16, 2.5159970026675133e-22, 0.009619606859816362, 0.19239213719632722
1.0285039370078741, 0.0, 0.1, 0.735995167303189, 2.0343565839605852e-07, 1.0000000000000036, 7.449485974654185e-17, 1.0587171192459618e-22, 5.877471754111438e-39, 0.19697814461131408
1.0285039370078741, 0.1, 0.1, 0.736306193397689, 1.4748192346366643e-07, 0.9999999999999941, 7.763223059298853e-17, 9.80046274232182e-23, 0.009848907230565704, 0.19697814461131408
1.0441732283464566, 0.0, 0.1, 0.7486900981987347, 2.2306361582163755e-07, 1.0000000000000056, 3.581543058133706e-17, 4.2027210459023667e-23, 1.3877787807814457e-17, 0.20101312547391864
1.0441732283464566, 0.1, 0.1, 0.7489594151587567, 2.970607911183293e-07, 0.9999999999999907, 3.729898800178711e-17, 3.900569420694363e-23, 0.010050656273695946, 0.20101312547391864
1.0598425196850394, 0.0, 0.1, 0.7603129715675515, 4.305244478909042e-07, 1.000000000000005, 1.7293098783515698e-17, 1.6999089761569973e-23, 2.7755575615628914e-17, 0.20456923447415998
