J, B, T, Ox, Oy, p1, p2, p3, p4, m, chi
0.7151181102362205, 0.1, 0.1, 0.7153387981129333, -1.6773127013469635e-08, 0.9999999999990696, 7.467529329587679e-13, 1.846013659388635e-13, 1.3785161144317071e-25, 0.017889459376407263, 0.357789187528145
0.7307874015748032, 0.0, 0.1, 0.7293018329107099, -1.5104146649931796e-08, 0.9999999999995993, 2.0179503032920794e-13, 2.017949003737745e-13, 4.0721208041222035e-26, 2.7755575615605248e-17, 0.36425864412549136
0.7307874015748032, 0.1, 0.1, 0.7296246966722113, -1.7818042095971796e-08, 0.9999999999995143, 3.9350132142024776e-13, 1.0022790805994876e-13, 3.9439814264796027e-26, 0.018212932206274596, 0.36425864412549136
0.7464566929133859, 0.0, 0.1, 0.7425146378107657, 6.491897660546928e-08, 0.9999999999997837, 1.0782207517277103e-13, 1.0782176480405033e-13, 1.162556642996554e-26, 1.3877787807814457e-17, 0.3695974713109283
0.7464566929133859, 0.1, 0.1, 0.7427746549315953, -7.363958545625064e-08, 0.9999999999997409, 2.074672301139619e-13, 5.437937511712229e-14, 1.128193833088061e-26, 0.01847987356554643, 0.3695974713109283
0.7621259842519685, 0.0, 0.1, 0.7547102967415759, 1.0031823038058234e-07, 0.9999999999998859, 5.761098272909036e-14, 5.761071679084251e-14, 3.319010010048071e-27, 1.387778780781209e-17, 0.37394342151263615
0.7621259842519685, 0.1, 0.1, 0.7549167777662649, 3.1259611469781647e-08, 0.9999999999998621, 1.0943930220624082e-13, 2.948432114103789e-14, 3.2267435317003508e-27, 0.018697171075631822, 0.37394342151263615
0.7777952755905512, 0.0, 0.1, 0.7659991553360469, -2.0964810772056464e-08, 0.999999999999942, 3.0782421942934997e-14, 3.0782391183611024e-14, 9.475565538264414e-28, 9.860761315262872e-31, 0.37741655343716707
0.7777952755905512, 0.1, 0.1, 0.7661599107287629, 3.268940707094894e-08, 0.9999999999999252, 5.775717247665628e-14, 1.5976373723334662e-14, 9.2275017269023e-28, 0.018870827671858353, 0.37741655343716707
0.7934645669291339, 0.0, 0.1, 0.7764759621810834, -8.729209747418172e-08, 0.9999999999999633, 1.644754255856153e-14, 1.644747179327286e-14, 2.7052049230060418e-28, 1.387778780781495e-17, 0.38012175169744733
0.7934645669291339, 0.1, 0.1, 0.7765974298571819, 1.348241236521271e-10, 0.9999999999999639, 3.0495499992038183e-14, 8.651910209091691e-15, 2.6384432771248455e-28, 0.01900608758487238, 0.38012175169744733
0.8091338582677166, 0.0, 0.1, 0.7862221490773199, -4.045740500709615e-09, 0.999999999999978, 8.78817236748962e-15, 8.788170558017205e-15, 7.723195765875255e-29, 1.9721522630525155e-31, 0.3821508152837107
0.8091338582677166, 0.1, 0.1, 0.786309922265852, -6.68253495050196e-08, 0.9999999999999796, 1.6108400553085954e-14, 4.682826631661743e-15, 7.543284710346601e-29, 0.019107540764185537, 0.3821508152837107
0.8248031496062993, 0.0, 0.1, 0.7953087325362462, 6.482165091727994e-08, 0.9999999999999933, 4.695662204167839e-15, 4.69564623096251e-15, 2.2049168530874135e-29, 3.2047474274603605e-31, 0.38358424638985433
0.8248031496062993, 0.1, 0.1, 0.7953673620288547, 4.2343901182869685e-08, 0.9999999999999923, 8.512297923220683e-15, 2.533269190915836e-15, 2.1563942072791823e-29, 0.019179212319492718, 0.38358424638985433
0.8404724409448819, 0.0, 0.1, 0.8037975059297455, 1.421576824821678e-07, 0.9999999999999873, 2.508970110942123e-15, 2.508950834621541e-15, 6.2948826538886856e-30, 1.232595164407831e-32, 0.3844927790497685
0.8404724409448819, 0.1, 0.1, 0.8038310705976839, -7.676318289219601e-08, 0.9999999999999968, 4.499958047589705e-15, 1.3697572638012104e-15, 6.163850222486753e-30, 0.019224638952488424, 0.3844927790497685
0.8561417322834646, 0.0, 0.1, 0.811742863142241, 1.7238576655381634e-07, 0.9999999999999972, 1.3405807831414205e-15, 1.340567934821779e-15, 1.797139611917643e-30, 1.3877787807814358e-17, 0.3849386509521025
0.8561417322834646, 0.1, 0.1, 0.8117546527664592, -3.5395803331773577e-10, 1.0000000000000062, 2.3797467083880293e-15, 7.403018443989289e-16, 1.7617308774219487e-30, 0.01924693254760514, 0.3849386509521025
0.8718110236220473, 0.0, 0.1, 0.8191926344546013, 7.806258348056705e-08, 1.000000000000003, 7.162909942326103e-16, 7.162877995350907e-16, 5.1307050008568e-31, 1.3877787807814441e-17, 0.3849767308776571
0.8718110236220473, 0.1, 0.1, 0.8191856963763524, -9.912518569897534e-08, 1.000000000000002, 1.258937064745448e-15, 3.9993243071071366e-16, 5.034897604154564e-31, 0.01924883654388287, 0.3849767308776571
0.88748031496063, 0.0, 0.1, 0.8261893626661647, 1.719682306903264e-07, 0.9999999999999977, 3.8272589607629254e-16, 3.8272203541115096e-16, 1.4647763395087722e-31, 1.3877787807814452e-17, 0.38465545321948075
0.88748031496063, 0.1, 0.1, 0.826166162805249, 1.5917541424880758e-07, 1.000000000000002, 6.6622676748236755e-16, 2.1596756615411448e-16, 1.4388337347989029e-31, 0.019232772660974052, 0.38465545321948075
0.9031496062992126, 0.0, 0.1, 0.8327707963930521, -5.086450550043368e-07, 0.9999999999999988, 2.0449804733752855e-16, 2.0449178880569426e-16, 4.1818171507322953e-32, 6.933347799794049e-33, 0.3840176384591957
0.9031496062992126, 0.1, 0.1, 0.8327334982743633, 1.5704534788777907e-07, 0.9999999999999954, 3.526774644261576e-16, 1.1657998085110212e-16, 4.1115132049416516e-32, 0.019200881922959784, 0.3840176384591957
0.9188188976377953, 0.0, 0.1, 0.8389706255537929, -3.1881819612081486e-07, 1.0000000000000058, 1.0926566161615969e-16, 1.0926351334473628e-16, 1.1938750076118655e-32, 1.3877787807814455e-17, 0.383101192425977
0.9188188976377953, 0.1, 0.1, 0.8389211366001569, -2.459530644859822e-07, 0.9999999999999931, 1.8675157809224624e-16, 6.290741047058693e-17, 1.1748058179078927e-32, 0.019155059621298865, 0.383101192425977
0.934488188976378, 0.0, 0.1, 0.8448190650817586, 2.3830299256164903e-07, 0.9999999999999991, 5.838206684849661e-17, 5.838118816358255e-17, 3.408414430060829e-33, 1.5407439555097887e-33, 0.38193970881084566
0.934488188976378, 0.1, 0.1, 0.8447590957053095, -7.827397101147079e-07, 1.0000000000000084, 9.891786892386805e-17, 3.3933562611315555e-17, 3.356635698505977e-33, 0.019096985440542284, 0.38193970881084566
0.9501574803149606, 0.0, 0.1, 0.8503432240055815, -1.3191117739894516e-07, 0.9999999999999907, 3.119428659965581e-17, 3.119402062845305e-17, 9.73075219679537e-34, 1.3877787807814454e-17, 0.38056300994327014
0.9501574803149606, 0.1, 0.1, 0.8502741635031228, -5.469372686804778e-07, 1.0000000000000029, 5.240892404165787e-17, 1.8298542579275748e-17, 9.590069281103228e-34, 0.019028150497163523, 0.38056300994327014
0.9658267716535434, 0.0, 0.1, 0.8555675852507083, -9.806616859327281e-08, 1.0000000000000009, 1.666753959120158e-17, 1.666743153919587e-17, 2.7780507506318837e-34, 4.333342374871281e-34, 0.37899757212008434
