J, B, T, O, m, chi, E0, E1, E2, p0, p1, p2 
0.1, 0.0, 0.0, 5.303386265703355e-06, 0.0, 3.152421550572926e-12, -1.9999999998777973, 0.9999954871560727, 1.0000045131290656, 1.0, 0.0, 0.0
0.1, 0.3333333333333333, 0.0, 5.056339950173724e-06, 1.0508071835243087e-12, 3.807693711348936e-12, -1.999999999875633, 0.6666666667816935, 1.3333333335090736, 1.0, 0.0, 0.0
0.1, 0.6666666666666666, 0.0, 4.237681562492893e-06, 2.538462474232624e-12, 5.98246213862743e-12, -1.9999999998614477, 0.33333333348070887, 1.6666666668452608, 1.0, 0.0, 0.0
0.1, 1.0, 0.0, 6.2417201670932065e-06, 5.039115275942596e-12, 4.609305425333852e-12, -1.9999999998409868, 1.7916846581477133e-10, 2.0000000001993237, 1.0, 0.0, 0.0
0.1, 1.3333333333333333, 0.0, 2.6923561975023508e-06, 5.611332757788525e-12, 1.4158819966536772e-11, -1.9999999998932414, -0.33333333320726327, 2.3333333334663697, 1.0, 0.0, 0.0
0.1, 1.6666666666666665, 0.0, 3.7951025661295034e-06, 1.4478328586967111e-11, -4.8953321150796075e-12, -1.999999999840177, -0.6666666664672066, 2.6666666668679304, 1.0, 0.0, 0.0
0.1, 2.0, 0.0, -1.2299300630874335e-06, 2.3477780144021204e-12, 2.0681548797986774e-11, -1.9999999999866322, -0.9999999999818621, 3.0000000000174074, 1.0, 0.0, 0.0
0.1, 2.333333333333333, 0.0, -9.538932766955745e-06, 2.826602778562496e-11, 1.2805325628571623e-10, -1.999999999936455, -1.3333333332318449, 3.333333333423539, 1.0, 0.0, 0.0
0.1, 2.6666666666666665, 0.0, -5.0137618657652056e-06, 8.771661553821294e-11, 0.7492433372820742, -1.999999999965865, -1.6666666665739593, 3.6666666667354244, 1.0, 0.0, 0.0
0.1, 3.0, 0.0, 0.45538511937294274, 0.4994955582163154, 1.4999999998126752, -2.0394460553099436, -1.8796695539604482, 4.043510693224174, 1.0, 0.0, 0.0
0.1, 3.333333333333333, 0.0, -2.976306411755147e-06, 0.9999999999628334, 0.7507566626493717, -2.3333333333188837, -1.999999999960928, 4.333333333361992, 1.0, 0.0, 0.0
0.1, 3.6666666666666665, 0.0, -1.0995880835618534e-05, 0.9999999999825632, 5.457467810998651e-12, -2.6666666666283185, -1.9999999999388838, 4.6666666667196814, 1.0, 0.0, 0.0
0.1, 4.0, 0.0, 6.78026224248951e-06, 0.9999999999664717, 1.4191148256514907e-11, -2.999999999819829, -1.9999999997553848, 5.00000000022546, 1.0, 0.0, 0.0
0.1, 4.333333333333333, 0.0, 3.4492020225262987e-06, 0.9999999999920239, 4.6476655857219384e-11, -3.333333333254788, -1.999999999901434, 5.333333333427, 1.0, 0.0, 0.0
0.1, 4.666666666666666, 0.0, 3.7050737083654806e-06, 0.9999999999974561, 1.0565381902694071e-11, -3.6666666666270813, -1.999999999952595, 5.666666666712527, 1.0, 0.0, 0.0
0.1, 5.0, 0.0, 1.6819821681071656e-06, 0.9999999999990675, 4.834133093822857e-12, -3.9999999999790457, -1.9999999999756768, 6.00000000002381, 1.0, 0.0, 0.0
0.22666666666666666, 0.0, 0.0, -6.442925576892006e-06, 0.0, 3.01084305595758e-12, -1.9999999999577773, 0.9999956916084491, 1.0000043085131194, 1.0, 0.0, 0.0
0.22666666666666666, 0.3333333333333333, 0.0, -6.650641006809775e-06, 1.00361435198586e-12, 4.0827661898052916e-12, -1.9999999999550766, 0.6666666667026712, 1.3333333334273245, 1.0, 0.0, 0.0
0.22666666666666666, 0.6666666666666666, 0.0, -7.184577742256335e-06, 2.7218441265368608e-12, 9.477667186146922e-12, -1.9999999999442182, 0.33333333339857585, 1.6666666667653867, 1.0, 0.0, 0.0
0.22666666666666666, 1.0, 0.0, -9.194811028283025e-06, 7.322059142750474e-12, -3.347847679939053e-12, -1.9999999999144336, 1.1485562376884916e-10, 2.0000000001441443, 1.0, 0.0, 0.0
0.22666666666666666, 1.3333333333333333, 0.0, -1.3121395871164563e-06, 4.899456732441586e-13, -7.515172729008926e-12, -1.9999999999966331, -0.3333333333282761, 2.3333333333390005, 1.0, 0.0, 0.0
0.22666666666666666, 1.6666666666666665, 0.0, -1.800399906671095e-06, 2.3119439900778573e-12, 4.441667121854436e-11, -1.9999999999911515, -0.66666666665149, 2.6666666666821364, 1.0, 0.0, 0.0
0.22666666666666666, 2.0, 0.0, -6.495537628984407e-06, 3.0101059818940396e-11, 6.063848896592518e-11, -1.9999999999454052, -0.9999999998842618, 3.0000000001063305, 1.0, 0.0, 0.0
0.22666666666666666, 2.333333333333333, 0.0, 1.2540603171894198e-06, 4.2737603300694646e-11, 0.08884566839343144, -1.9999999999758082, -1.3333333332517718, 3.3333333333978414, 1.0, 0.0, 0.0
0.22666666666666666, 2.6666666666666665, 0.0, 0.22474517992131782, 0.059230445625722015, 0.7457613421046746, -2.0010292201759943, -1.6226318049573323, 3.692350452516225, 1.0, 0.0, 0.0
0.22666666666666666, 3.0, 0.0, 0.4853109857881892, 0.49717422811252066, 1.3340137984409914, -2.095466348224078, -1.7026981332599218, 4.11847694553234, 1.0, 0.0, 0.0
0.22666666666666666, 3.333333333333333, 0.0, 0.2055691264179954, 0.9485729779197163, 0.754238657817445, -2.3340890892491695, -1.9629108121677175, 4.354470389542925, 1.0, 0.0, 0.0
0.22666666666666666, 3.6666666666666665, 0.0, 8.242044300468425e-07, 0.9999999999908173, 0.07714053310990732, -2.6666666666614267, -1.9999999999827711, 4.666666666679628, 1.0, 0.0, 0.0
0.22666666666666666, 4.0, 0.0, -4.054219676165041e-06, 0.9999999999929878, -3.2485347745137005e-11, -2.999999999987652, -1.9999999999741729, 5.000000000021819, 1.0, 0.0, 0.0
0.22666666666666666, 4.333333333333333, 0.0, -7.335842358829225e-06, 0.9999999999691604, 2.6905144778766044e-12, -3.333333333224669, -1.999999999813912, 5.333333333500477, 1.0, 0.0, 0.0
